Model,State,Point,False_Positive_Rate,True_Positive_Rate,Threshold,State_AUROC
Equal Soft Voting,3,18,0.07692307692307693,0.5108695652173914,0.6649180723664324,0.8175737306172088
Equal Soft Voting,3,19,0.07692307692307693,0.532608695652174,0.6543862635179677,0.8175737306172088
Equal Soft Voting,3,20,0.09090909090909091,0.532608695652174,0.6369249451970979,0.8175737306172088
Equal Soft Voting,3,21,0.09090909090909091,0.5760869565217391,0.5251244560896754,0.8175737306172088
Equal Soft Voting,3,22,0.0979020979020979,0.5760869565217391,0.5091835668921977,0.8175737306172088
Equal Soft Voting,3,23,0.0979020979020979,0.6086956521739131,0.4853307666373525,0.8175737306172088
Equal Soft Voting,3,24,0.13286713286713286,0.6086956521739131,0.4452024196410138,0.8175737306172088
Equal Soft Voting,3,25,0.13286713286713286,0.6195652173913043,0.4439344189650679,0.8175737306172088
Equal Soft Voting,3,26,0.13986013986013987,0.6195652173913043,0.4344422776399887,0.8175737306172088
Equal Soft Voting,3,27,0.13986013986013987,0.6413043478260869,0.4332746428906368,0.8175737306172088
Equal Soft Voting,3,28,0.15384615384615385,0.6413043478260869,0.4291970284482772,0.8175737306172088
Equal Soft Voting,3,29,0.15384615384615385,0.6630434782608695,0.4158351641108023,0.8175737306172088
Equal Soft Voting,3,30,0.1888111888111888,0.6630434782608695,0.3840859103352298,0.8175737306172088
Equal Soft Voting,3,31,0.1888111888111888,0.6739130434782609,0.3807764647506479,0.8175737306172088
Equal Soft Voting,3,32,0.1958041958041958,0.6739130434782609,0.3497741704070014,0.8175737306172088
Equal Soft Voting,3,33,0.1958041958041958,0.6847826086956522,0.3415447640182316,0.8175737306172088
Equal Soft Voting,3,34,0.2097902097902098,0.6847826086956522,0.3355970073071019,0.8175737306172088
Equal Soft Voting,3,35,0.2097902097902098,0.6956521739130435,0.3213025534068993,0.8175737306172088
Equal Soft Voting,3,36,0.21678321678321677,0.6956521739130435,0.3086415327288347,0.8175737306172088
Equal Soft Voting,3,37,0.21678321678321677,0.7065217391304348,0.3073352985184026,0.8175737306172088
Equal Soft Voting,3,38,0.22377622377622378,0.7065217391304348,0.3071575322708153,0.8175737306172088
Equal Soft Voting,3,39,0.22377622377622378,0.7391304347826086,0.2882070071913167,0.8175737306172088
Equal Soft Voting,3,40,0.23776223776223776,0.7391304347826086,0.2728591787547861,0.8175737306172088
Equal Soft Voting,3,41,0.23776223776223776,0.75,0.2721510852655516,0.8175737306172088
Equal Soft Voting,3,42,0.2517482517482518,0.75,0.2710384190813601,0.8175737306172088
Equal Soft Voting,3,43,0.2517482517482518,0.7608695652173914,0.2636742956750865,0.8175737306172088
Equal Soft Voting,3,44,0.27972027972027974,0.7608695652173914,0.2478062819633434,0.8175737306172088
Equal Soft Voting,3,45,0.27972027972027974,0.7717391304347826,0.2475555094683257,0.8175737306172088
Equal Soft Voting,3,46,0.2937062937062937,0.7717391304347826,0.244262010082065,0.8175737306172088
Equal Soft Voting,3,47,0.2937062937062937,0.7934782608695652,0.22584840054419,0.8175737306172088
Equal Soft Voting,3,48,0.3006993006993007,0.7934782608695652,0.2251998899212176,0.8175737306172088
Equal Soft Voting,3,49,0.3006993006993007,0.8043478260869565,0.2246392082923625,0.8175737306172088
Equal Soft Voting,3,50,0.3356643356643357,0.8043478260869565,0.2031350532800739,0.8175737306172088
Equal Soft Voting,3,51,0.3356643356643357,0.8260869565217391,0.194382104817901,0.8175737306172088
Equal Soft Voting,3,52,0.3706293706293706,0.8260869565217391,0.1700273255361371,0.8175737306172088
Equal Soft Voting,3,53,0.3706293706293706,0.8369565217391305,0.1688301115323668,0.8175737306172088
Equal Soft Voting,3,54,0.3916083916083916,0.8369565217391305,0.1603483919642695,0.8175737306172088
Equal Soft Voting,3,55,0.3916083916083916,0.8478260869565217,0.1599637207487135,0.8175737306172088
Equal Soft Voting,3,56,0.5034965034965035,0.8478260869565217,0.1244968941432922,0.8175737306172088
Equal Soft Voting,3,57,0.5034965034965035,0.8586956521739131,0.1227886483579881,0.8175737306172088
Equal Soft Voting,3,58,0.5594405594405595,0.8586956521739131,0.1069375983427389,0.8175737306172088
Equal Soft Voting,3,59,0.5594405594405595,0.8695652173913043,0.1055233825005689,0.8175737306172088
Equal Soft Voting,3,60,0.5734265734265734,0.8695652173913043,0.1020316820971517,0.8175737306172088
Equal Soft Voting,3,61,0.5734265734265734,0.8804347826086957,0.1015016033436461,0.8175737306172088
Equal Soft Voting,3,62,0.5804195804195804,0.8804347826086957,0.1007714782793941,0.8175737306172088
Equal Soft Voting,3,63,0.5804195804195804,0.8913043478260869,0.0995956718032271,0.8175737306172088
Equal Soft Voting,3,64,0.5874125874125874,0.8913043478260869,0.0979826591038384,0.8175737306172088
Equal Soft Voting,3,65,0.5874125874125874,0.9021739130434783,0.0962350519653505,0.8175737306172088
Equal Soft Voting,3,66,0.5944055944055944,0.9021739130434783,0.0943738001667156,0.8175737306172088
Equal Soft Voting,3,67,0.5944055944055944,0.9130434782608695,0.0941786794951959,0.8175737306172088
Equal Soft Voting,3,68,0.6503496503496503,0.9130434782608695,0.0803339113813268,0.8175737306172088
Equal Soft Voting,3,69,0.6503496503496503,0.9239130434782609,0.079677627521619,0.8175737306172088
Equal Soft Voting,3,70,0.6643356643356644,0.9239130434782609,0.0759964361101929,0.8175737306172088
Equal Soft Voting,3,71,0.6643356643356644,0.9347826086956522,0.0748840120304248,0.8175737306172088
Equal Soft Voting,3,72,0.6923076923076923,0.9347826086956522,0.0588824231560379,0.8175737306172088
Equal Soft Voting,3,73,0.6923076923076923,0.9456521739130435,0.0576354414059583,0.8175737306172088
Equal Soft Voting,3,74,0.7552447552447552,0.9456521739130435,0.0533065551285053,0.8175737306172088
Equal Soft Voting,3,75,0.7552447552447552,0.9565217391304348,0.0520003195778202,0.8175737306172088
Equal Soft Voting,3,76,0.7832167832167832,0.9565217391304348,0.0477608425976626,0.8175737306172088
Equal Soft Voting,3,77,0.7832167832167832,0.967391304347826,0.0462795639788664,0.8175737306172088
Equal Soft Voting,3,78,0.7972027972027972,0.967391304347826,0.0454226332193567,0.8175737306172088
Equal Soft Voting,3,79,0.7972027972027972,0.9782608695652174,0.0451649587898752,0.8175737306172088
Equal Soft Voting,3,80,0.8601398601398601,0.9782608695652174,0.0342217507526543,0.8175737306172088
Equal Soft Voting,3,81,0.8601398601398601,0.9891304347826086,0.0319422956131431,0.8175737306172088
Equal Soft Voting,3,82,0.8741258741258742,0.9891304347826086,0.0277867159612887,0.8175737306172088
Equal Soft Voting,3,83,0.8741258741258742,1.0,0.0267400994606661,0.8175737306172088
Equal Soft Voting,3,84,1.0,1.0,0.0050522063530886,0.8175737306172088
CNN-LSTM,1,1,0.0,0.0,,0.9044166666666666
CNN-LSTM,1,2,0.0,0.013333333333333334,0.977121114730835,0.9044166666666666
CNN-LSTM,1,3,0.00625,0.013333333333333334,0.9763633012771606,0.9044166666666666
CNN-LSTM,1,4,0.00625,0.04,0.9698845148086548,0.9044166666666666
CNN-LSTM,1,5,0.0125,0.04,0.965731143951416,0.9044166666666666
CNN-LSTM,1,6,0.0125,0.06666666666666667,0.9598248600959778,0.9044166666666666
CNN-LSTM,1,7,0.01875,0.06666666666666667,0.9544799327850342,0.9044166666666666
CNN-LSTM,1,8,0.01875,0.09333333333333334,0.9540776014328004,0.9044166666666666
CNN-LSTM,1,9,0.025,0.09333333333333334,0.9485468864440918,0.9044166666666666
CNN-LSTM,1,10,0.025,0.13333333333333333,0.9269274473190308,0.9044166666666666
CNN-LSTM,1,11,0.03125,0.13333333333333333,0.9204318523406982,0.9044166666666666
CNN-LSTM,1,12,0.03125,0.18666666666666668,0.9103597402572632,0.9044166666666666
CNN-LSTM,1,13,0.0375,0.18666666666666668,0.9051498174667358,0.9044166666666666
CNN-LSTM,1,14,0.0375,0.2,0.895642876625061,0.9044166666666666
CNN-LSTM,1,15,0.04375,0.2,0.8951059579849243,0.9044166666666666
CNN-LSTM,1,16,0.04375,0.21333333333333335,0.8941397666931152,0.9044166666666666
CNN-LSTM,1,17,0.05,0.21333333333333335,0.8916443586349487,0.9044166666666666
CNN-LSTM,1,18,0.05,0.25333333333333335,0.8854118585586548,0.9044166666666666
CNN-LSTM,1,19,0.0625,0.25333333333333335,0.8794354200363159,0.9044166666666666
CNN-LSTM,1,20,0.0625,0.29333333333333333,0.8697905540466309,0.9044166666666666
CNN-LSTM,1,21,0.06875,0.29333333333333333,0.8689446449279785,0.9044166666666666
CNN-LSTM,1,22,0.06875,0.37333333333333335,0.8580338358879089,0.9044166666666666
CNN-LSTM,1,23,0.075,0.37333333333333335,0.8573759198188782,0.9044166666666666
CNN-LSTM,1,24,0.075,0.38666666666666666,0.855864405632019,0.9044166666666666
CNN-LSTM,1,25,0.08125,0.38666666666666666,0.8550226092338562,0.9044166666666666
CNN-LSTM,1,26,0.08125,0.44,0.8466429710388184,0.9044166666666666
CNN-LSTM,1,27,0.0875,0.44,0.844980001449585,0.9044166666666666
CNN-LSTM,1,28,0.0875,0.49333333333333335,0.8313885927200317,0.9044166666666666
CNN-LSTM,1,29,0.1,0.49333333333333335,0.8160398602485657,0.9044166666666666
CNN-LSTM,1,30,0.1,0.6,0.7578742504119873,0.9044166666666666
CNN-LSTM,1,31,0.10625,0.6,0.7563973069190979,0.9044166666666666
CNN-LSTM,1,32,0.10625,0.7866666666666666,0.6026930809020996,0.9044166666666666
CNN-LSTM,1,33,0.13125,0.7866666666666666,0.5727232098579407,0.9044166666666666
CNN-LSTM,1,34,0.13125,0.8133333333333334,0.5248242020606995,0.9044166666666666
CNN-LSTM,1,35,0.1375,0.8133333333333334,0.5222906470298767,0.9044166666666666
CNN-LSTM,1,36,0.1375,0.84,0.5141582489013672,0.9044166666666666
CNN-LSTM,1,37,0.14375,0.84,0.5135828852653503,0.9044166666666666
CNN-LSTM,1,38,0.14375,0.88,0.4737896025180816,0.9044166666666666
CNN-LSTM,1,39,0.15,0.88,0.4600549638271332,0.9044166666666666
CNN-LSTM,1,40,0.15,0.92,0.4015467762947082,0.9044166666666666
CNN-LSTM,1,41,0.18125,0.92,0.3161670565605163,0.9044166666666666
CNN-LSTM,1,42,0.18125,0.9466666666666667,0.3100300133228302,0.9044166666666666
CNN-LSTM,1,43,0.1875,0.9466666666666667,0.3090869188308716,0.9044166666666666
CNN-LSTM,1,44,0.1875,0.96,0.3016873896121979,0.9044166666666666
CNN-LSTM,1,45,0.19375,0.96,0.2717658877372741,0.9044166666666666
CNN-LSTM,1,46,0.19375,0.9733333333333334,0.2626523673534393,0.9044166666666666
CNN-LSTM,1,47,0.20625,0.9733333333333334,0.2438066154718399,0.9044166666666666
CNN-LSTM,1,48,0.20625,0.9866666666666667,0.2437943816184997,0.9044166666666666
CNN-LSTM,1,49,0.65625,0.9866666666666667,0.0114222047850489,0.9044166666666666
CNN-LSTM,1,50,0.65625,1.0,0.0112813916057348,0.9044166666666666
CNN-LSTM,1,51,1.0,1.0,0.0001408350799465,0.9044166666666666
CNN-LSTM,2,1,0.0,0.0,,0.9314899612539627
CNN-LSTM,2,2,0.0,0.014705882352941176,0.9988988637924194,0.9314899612539627
CNN-LSTM,2,3,0.0,0.39705882352941174,0.906551480293274,0.9314899612539627
CNN-LSTM,2,4,0.005988023952095809,0.39705882352941174,0.906265676021576,0.9314899612539627
CNN-LSTM,2,5,0.005988023952095809,0.5147058823529411,0.8807443380355835,0.9314899612539627
CNN-LSTM,2,6,0.011976047904191617,0.5147058823529411,0.8805783987045288,0.9314899612539627
CNN-LSTM,2,7,0.011976047904191617,0.5441176470588235,0.8675302267074585,0.9314899612539627
CNN-LSTM,2,8,0.017964071856287425,0.5441176470588235,0.8470146656036377,0.9314899612539627
CNN-LSTM,2,9,0.017964071856287425,0.5588235294117647,0.8320494890213013,0.9314899612539627
CNN-LSTM,2,10,0.023952095808383235,0.5588235294117647,0.8065477013587952,0.9314899612539627
CNN-LSTM,2,11,0.023952095808383235,0.6029411764705882,0.79371178150177,0.9314899612539627
CNN-LSTM,2,12,0.041916167664670656,0.6029411764705882,0.788794755935669,0.9314899612539627
CNN-LSTM,2,13,0.041916167664670656,0.6176470588235294,0.7826371192932129,0.9314899612539627
CNN-LSTM,2,14,0.04790419161676647,0.6176470588235294,0.7776936292648315,0.9314899612539627
CNN-LSTM,2,15,0.04790419161676647,0.6323529411764706,0.7221232056617737,0.9314899612539627
CNN-LSTM,2,16,0.059880239520958084,0.6323529411764706,0.6843140721321106,0.9314899612539627
CNN-LSTM,2,17,0.059880239520958084,0.7058823529411765,0.6309441328048706,0.9314899612539627
CNN-LSTM,2,18,0.0658682634730539,0.7058823529411765,0.6298750638961792,0.9314899612539627
CNN-LSTM,2,19,0.0658682634730539,0.7205882352941176,0.5772783160209656,0.9314899612539627
CNN-LSTM,2,20,0.07784431137724551,0.7205882352941176,0.5625842213630676,0.9314899612539627
CNN-LSTM,2,21,0.07784431137724551,0.7352941176470589,0.5436488389968872,0.9314899612539627
CNN-LSTM,2,22,0.08982035928143713,0.7352941176470589,0.536614716053009,0.9314899612539627
CNN-LSTM,2,23,0.08982035928143713,0.7794117647058824,0.4786268174648285,0.9314899612539627
CNN-LSTM,2,24,0.11377245508982035,0.7794117647058824,0.4092870950698852,0.9314899612539627
CNN-LSTM,2,25,0.11377245508982035,0.7941176470588235,0.3837583065032959,0.9314899612539627
CNN-LSTM,2,26,0.11976047904191617,0.7941176470588235,0.3777609467506408,0.9314899612539627
CNN-LSTM,2,27,0.11976047904191617,0.8235294117647058,0.3589077591896057,0.9314899612539627
CNN-LSTM,2,28,0.18562874251497005,0.8235294117647058,0.2918546795845032,0.9314899612539627
CNN-LSTM,2,29,0.18562874251497005,0.8676470588235294,0.2773749530315399,0.9314899612539627
CNN-LSTM,2,30,0.19161676646706588,0.8676470588235294,0.2685913443565368,0.9314899612539627
CNN-LSTM,2,31,0.19161676646706588,0.8823529411764706,0.2681458592414856,0.9314899612539627
CNN-LSTM,2,32,0.2215568862275449,0.8823529411764706,0.239542618393898,0.9314899612539627
CNN-LSTM,2,33,0.2215568862275449,0.8970588235294118,0.2383932620286941,0.9314899612539627
CNN-LSTM,2,34,0.2275449101796407,0.8970588235294118,0.2339997142553329,0.9314899612539627
CNN-LSTM,2,35,0.2275449101796407,0.9117647058823529,0.2285082787275314,0.9314899612539627
CNN-LSTM,2,36,0.23952095808383234,0.9117647058823529,0.2141992896795272,0.9314899612539627
CNN-LSTM,2,37,0.23952095808383234,0.9264705882352942,0.2016327977180481,0.9314899612539627
CNN-LSTM,2,38,0.2874251497005988,0.9264705882352942,0.153751328587532,0.9314899612539627
CNN-LSTM,2,39,0.2874251497005988,0.9411764705882353,0.1523333042860031,0.9314899612539627
CNN-LSTM,2,40,0.2934131736526946,0.9411764705882353,0.1518704444169998,0.9314899612539627
CNN-LSTM,2,41,0.2934131736526946,0.9558823529411765,0.1516444832086563,0.9314899612539627
CNN-LSTM,2,42,0.2994011976047904,0.9558823529411765,0.1494627445936203,0.9314899612539627
CNN-LSTM,2,43,0.2994011976047904,0.9705882352941176,0.1387587338685989,0.9314899612539627
CNN-LSTM,2,44,0.38922155688622756,0.9705882352941176,0.1096890419721603,0.9314899612539627
CNN-LSTM,2,45,0.38922155688622756,0.9852941176470589,0.1090315803885459,0.9314899612539627
CNN-LSTM,2,46,0.6347305389221557,0.9852941176470589,0.0308198817074298,0.9314899612539627
CNN-LSTM,2,47,0.6347305389221557,1.0,0.0307320151478052,0.9314899612539627
CNN-LSTM,2,48,1.0,1.0,0.0025908926036208,0.9314899612539627
CNN-LSTM,3,1,0.0,0.0,,0.7872453633323199
CNN-LSTM,3,2,0.0,0.010869565217391304,0.9940756559371948,0.7872453633323199
CNN-LSTM,3,3,0.0,0.08695652173913043,0.973257541656494,0.7872453633323199
CNN-LSTM,3,4,0.006993006993006993,0.08695652173913043,0.9707391262054444,0.7872453633323199
CNN-LSTM,3,5,0.006993006993006993,0.09782608695652174,0.967802345752716,0.7872453633323199
CNN-LSTM,3,6,0.013986013986013986,0.09782608695652174,0.9677851796150208,0.7872453633323199
CNN-LSTM,3,7,0.013986013986013986,0.1956521739130435,0.8898763656616211,0.7872453633323199
CNN-LSTM,3,8,0.02097902097902098,0.1956521739130435,0.8871596455574036,0.7872453633323199
CNN-LSTM,3,9,0.02097902097902098,0.21739130434782608,0.8653900027275085,0.7872453633323199
CNN-LSTM,3,10,0.027972027972027972,0.21739130434782608,0.8587744235992432,0.7872453633323199
CNN-LSTM,3,11,0.027972027972027972,0.33695652173913043,0.8114715218544006,0.7872453633323199
CNN-LSTM,3,12,0.03496503496503497,0.33695652173913043,0.804796040058136,0.7872453633323199
CNN-LSTM,3,13,0.03496503496503497,0.358695652173913,0.7844678163528442,0.7872453633323199
CNN-LSTM,3,14,0.04195804195804196,0.358695652173913,0.7730304002761841,0.7872453633323199
CNN-LSTM,3,15,0.04195804195804196,0.3695652173913043,0.7589976787567139,0.7872453633323199
CNN-LSTM,3,16,0.04895104895104895,0.3695652173913043,0.7572742104530334,0.7872453633323199
CNN-LSTM,3,17,0.04895104895104895,0.43478260869565216,0.728509783744812,0.7872453633323199
CNN-LSTM,3,18,0.06293706293706294,0.43478260869565216,0.7203525900840759,0.7872453633323199
CNN-LSTM,3,19,0.06293706293706294,0.44565217391304346,0.7170434594154358,0.7872453633323199
CNN-LSTM,3,20,0.06993006993006994,0.44565217391304346,0.7156858444213867,0.7872453633323199
CNN-LSTM,3,21,0.06993006993006994,0.45652173913043476,0.7037312984466553,0.7872453633323199
CNN-LSTM,3,22,0.07692307692307693,0.45652173913043476,0.6948373317718506,0.7872453633323199
CNN-LSTM,3,23,0.07692307692307693,0.5,0.6262521743774414,0.7872453633323199
CNN-LSTM,3,24,0.08391608391608392,0.5,0.6197100877761841,0.7872453633323199
CNN-LSTM,3,25,0.08391608391608392,0.5434782608695652,0.5827648043632507,0.7872453633323199
CNN-LSTM,3,26,0.09090909090909091,0.5434782608695652,0.5762380361557007,0.7872453633323199
CNN-LSTM,3,27,0.09090909090909091,0.5869565217391305,0.5282157063484192,0.7872453633323199
CNN-LSTM,3,28,0.11188811188811189,0.5869565217391305,0.5142574310302734,0.7872453633323199
CNN-LSTM,3,29,0.11188811188811189,0.5978260869565217,0.5068085193634033,0.7872453633323199
CNN-LSTM,3,30,0.15384615384615385,0.5978260869565217,0.4350507259368896,0.7872453633323199
CNN-LSTM,3,31,0.15384615384615385,0.6413043478260869,0.4142714142799377,0.7872453633323199
CNN-LSTM,3,32,0.16083916083916083,0.6413043478260869,0.4115006923675537,0.7872453633323199
CNN-LSTM,3,33,0.16083916083916083,0.6630434782608695,0.3555357456207275,0.7872453633323199
CNN-LSTM,3,34,0.17482517482517482,0.6630434782608695,0.3490750789642334,0.7872453633323199
CNN-LSTM,3,35,0.17482517482517482,0.6739130434782609,0.3367446959018707,0.7872453633323199
CNN-LSTM,3,36,0.20279720279720279,0.6739130434782609,0.3235944509506225,0.7872453633323199
CNN-LSTM,3,37,0.20279720279720279,0.6847826086956522,0.307555615901947,0.7872453633323199
CNN-LSTM,3,38,0.22377622377622378,0.6847826086956522,0.2923080027103424,0.7872453633323199
CNN-LSTM,3,39,0.22377622377622378,0.7065217391304348,0.2794944941997528,0.7872453633323199
CNN-LSTM,3,40,0.2867132867132867,0.7065217391304348,0.2198747247457504,0.7872453633323199
CNN-LSTM,3,41,0.2867132867132867,0.75,0.2057033777236938,0.7872453633323199
CNN-LSTM,3,42,0.36363636363636365,0.75,0.1760820597410202,0.7872453633323199
CNN-LSTM,3,43,0.36363636363636365,0.7608695652173914,0.1742803007364273,0.7872453633323199
CNN-LSTM,3,44,0.3916083916083916,0.7608695652173914,0.1509558409452438,0.7872453633323199
CNN-LSTM,3,45,0.3916083916083916,0.7717391304347826,0.1503468751907348,0.7872453633323199
CNN-LSTM,3,46,0.42657342657342656,0.7717391304347826,0.1443688720464706,0.7872453633323199
CNN-LSTM,3,47,0.42657342657342656,0.782608695652174,0.1399167776107788,0.7872453633323199
CNN-LSTM,3,48,0.44755244755244755,0.782608695652174,0.1336921751499176,0.7872453633323199
CNN-LSTM,3,49,0.44755244755244755,0.7934782608695652,0.1320265084505081,0.7872453633323199
CNN-LSTM,3,50,0.4965034965034965,0.7934782608695652,0.1241180375218391,0.7872453633323199
CNN-LSTM,3,51,0.4965034965034965,0.8043478260869565,0.1208835840225219,0.7872453633323199
CNN-LSTM,3,52,0.5244755244755245,0.8043478260869565,0.1134554222226142,0.7872453633323199
CNN-LSTM,3,53,0.5244755244755245,0.8152173913043478,0.1108458116650581,0.7872453633323199
CNN-LSTM,3,54,0.5384615384615384,0.8152173913043478,0.1066634580492973,0.7872453633323199
CNN-LSTM,3,55,0.5384615384615384,0.8260869565217391,0.1059211194515228,0.7872453633323199
CNN-LSTM,3,56,0.5664335664335665,0.8260869565217391,0.102772481739521,0.7872453633323199
CNN-LSTM,3,57,0.5664335664335665,0.8478260869565217,0.0983205288648605,0.7872453633323199
CNN-LSTM,3,58,0.6153846153846154,0.8478260869565217,0.0925001427531242,0.7872453633323199
CNN-LSTM,3,59,0.6153846153846154,0.8586956521739131,0.0900944992899894,0.7872453633323199
CNN-LSTM,3,60,0.6223776223776224,0.8586956521739131,0.0899047404527664,0.7872453633323199
CNN-LSTM,3,61,0.6223776223776224,0.8804347826086957,0.0875650122761726,0.7872453633323199
CNN-LSTM,3,62,0.6363636363636364,0.8804347826086957,0.0864352658390998,0.7872453633323199
CNN-LSTM,3,63,0.6363636363636364,0.8913043478260869,0.0859421044588089,0.7872453633323199
CNN-LSTM,3,64,0.6923076923076923,0.8913043478260869,0.0767520293593406,0.7872453633323199
CNN-LSTM,3,65,0.6923076923076923,0.9347826086956522,0.0718492195010185,0.7872453633323199
CNN-LSTM,3,66,0.7132867132867133,0.9347826086956522,0.0665973499417305,0.7872453633323199
CNN-LSTM,3,67,0.7132867132867133,0.9456521739130435,0.0660799816250801,0.7872453633323199
CNN-LSTM,3,68,0.7902097902097902,0.9456521739130435,0.0485795587301254,0.7872453633323199
CNN-LSTM,3,69,0.7902097902097902,0.9565217391304348,0.0484527386724948,0.7872453633323199
CNN-LSTM,3,70,0.8041958041958042,0.9565217391304348,0.0472525656223297,0.7872453633323199
CNN-LSTM,3,71,0.8041958041958042,0.967391304347826,0.0456632673740386,0.7872453633323199
CNN-LSTM,3,72,0.8321678321678322,0.967391304347826,0.0420918688178062,0.7872453633323199
CNN-LSTM,3,73,0.8321678321678322,0.9782608695652174,0.0391765832901001,0.7872453633323199
CNN-LSTM,3,74,0.8671328671328671,0.9782608695652174,0.029901061207056,0.7872453633323199
CNN-LSTM,3,75,0.8671328671328671,0.9891304347826086,0.0298539381474256,0.7872453633323199
CNN-LSTM,3,76,0.9300699300699301,0.9891304347826086,0.021268842741847,0.7872453633323199
CNN-LSTM,3,77,0.9300699300699301,1.0,0.0210458599030971,0.7872453633323199
CNN-LSTM,3,78,1.0,1.0,0.0009602331556379,0.7872453633323199
TCN,1,1,0.0,0.0,,0.8915
TCN,1,2,0.0,0.013333333333333334,0.9814496040344238,0.8915
TCN,1,3,0.0,0.04,0.9716016054153442,0.8915
TCN,1,4,0.0125,0.04,0.955312967300415,0.8915
TCN,1,5,0.0125,0.10666666666666667,0.9213225841522216,0.8915
TCN,1,6,0.01875,0.10666666666666667,0.9200533032417296,0.8915
TCN,1,7,0.01875,0.12,0.913973033428192,0.8915
TCN,1,8,0.025,0.12,0.9066394567489624,0.8915
TCN,1,9,0.025,0.14666666666666667,0.9022124409675598,0.8915
TCN,1,10,0.03125,0.14666666666666667,0.8879237174987793,0.8915
TCN,1,11,0.03125,0.17333333333333334,0.8721671104431152,0.8915
TCN,1,12,0.04375,0.17333333333333334,0.8657093644142151,0.8915
TCN,1,13,0.04375,0.2,0.8452540636062622,0.8915
TCN,1,14,0.05,0.2,0.8417889475822449,0.8915
TCN,1,15,0.05,0.25333333333333335,0.8335120677947998,0.8915
TCN,1,16,0.075,0.25333333333333335,0.7963016629219055,0.8915
TCN,1,17,0.075,0.26666666666666666,0.7853431105613708,0.8915
TCN,1,18,0.08125,0.26666666666666666,0.7829247713088989,0.8915
TCN,1,19,0.08125,0.29333333333333333,0.7792274355888367,0.8915
TCN,1,20,0.0875,0.29333333333333333,0.7784724235534668,0.8915
TCN,1,21,0.0875,0.30666666666666664,0.7755728960037231,0.8915
TCN,1,22,0.09375,0.30666666666666664,0.7630683779716492,0.8915
TCN,1,23,0.09375,0.38666666666666666,0.734620988368988,0.8915
TCN,1,24,0.1,0.38666666666666666,0.7098917961120605,0.8915
TCN,1,25,0.1,0.5066666666666667,0.6695770025253296,0.8915
TCN,1,26,0.10625,0.5066666666666667,0.6680904626846313,0.8915
TCN,1,27,0.10625,0.6,0.6110097765922546,0.8915
TCN,1,28,0.1125,0.6,0.6069990396499634,0.8915
TCN,1,29,0.1125,0.6666666666666666,0.5759879946708679,0.8915
TCN,1,30,0.125,0.6666666666666666,0.5398296117782593,0.8915
TCN,1,31,0.125,0.7333333333333333,0.5108689665794373,0.8915
TCN,1,32,0.1375,0.7333333333333333,0.4579465091228485,0.8915
TCN,1,33,0.1375,0.7466666666666667,0.4338389635086059,0.8915
TCN,1,34,0.14375,0.7466666666666667,0.3755751550197601,0.8915
TCN,1,35,0.14375,0.76,0.3735539317131042,0.8915
TCN,1,36,0.15,0.76,0.3681887686252594,0.8915
TCN,1,37,0.15,0.8533333333333334,0.3364329934120178,0.8915
TCN,1,38,0.16875,0.8533333333333334,0.3104996383190155,0.8915
TCN,1,39,0.16875,0.8666666666666667,0.2881675660610199,0.8915
TCN,1,40,0.175,0.8666666666666667,0.2839962542057037,0.8915
TCN,1,41,0.175,0.9066666666666666,0.2541184723377228,0.8915
TCN,1,42,0.1875,0.9066666666666666,0.2444018274545669,0.8915
TCN,1,43,0.1875,0.92,0.2353088706731796,0.8915
TCN,1,44,0.2125,0.92,0.2028770744800567,0.8915
TCN,1,45,0.2125,0.9466666666666667,0.1893100589513778,0.8915
TCN,1,46,0.225,0.9466666666666667,0.18434739112854,0.8915
TCN,1,47,0.225,0.96,0.17625692486763,0.8915
TCN,1,48,0.24375,0.96,0.162459909915924,0.8915
TCN,1,49,0.24375,0.9733333333333334,0.1580972671508789,0.8915
TCN,1,50,0.3125,0.9733333333333334,0.0727915689349174,0.8915
TCN,1,51,0.3125,0.9866666666666667,0.0719441473484039,0.8915
TCN,1,52,0.51875,0.9866666666666667,0.025164995342493,0.8915
TCN,1,53,0.51875,1.0,0.0235609430819749,0.8915
TCN,1,54,1.0,1.0,1.4234752825359465e-06,0.8915
TCN,2,1,0.0,0.0,,0.9427615357520255
TCN,2,2,0.0,0.014705882352941176,0.9979507327079772,0.9427615357520255
TCN,2,3,0.0,0.2647058823529412,0.9339630603790284,0.9427615357520255
TCN,2,4,0.005988023952095809,0.2647058823529412,0.9337669014930724,0.9427615357520255
TCN,2,5,0.005988023952095809,0.38235294117647056,0.9092139601707458,0.9427615357520255
TCN,2,6,0.011976047904191617,0.38235294117647056,0.9066012501716614,0.9427615357520255
TCN,2,7,0.011976047904191617,0.45588235294117646,0.8912261128425598,0.9427615357520255
TCN,2,8,0.017964071856287425,0.45588235294117646,0.8857506513595581,0.9427615357520255
TCN,2,9,0.017964071856287425,0.5588235294117647,0.8414419293403625,0.9427615357520255
TCN,2,10,0.023952095808383235,0.5588235294117647,0.8196113109588623,0.9427615357520255
TCN,2,11,0.023952095808383235,0.6029411764705882,0.7880203127861023,0.9427615357520255
TCN,2,12,0.041916167664670656,0.6029411764705882,0.7750164866447449,0.9427615357520255
TCN,2,13,0.041916167664670656,0.6617647058823529,0.7524334192276001,0.9427615357520255
TCN,2,14,0.04790419161676647,0.6617647058823529,0.7214535474777222,0.9427615357520255
