Model,State,Threshold,Model_Net_Benefit,Treat_All_Net_Benefit,Treat_None_Net_Benefit,State_Prevalence,Interpretation
CatBoost,1,0.38,0.2205902539464653,-0.09814687714481812,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.39,0.22016044645971394,-0.11614928496686433,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.4,0.21702127659574466,-0.13475177304964542,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.41000000000000003,0.21377569419401368,-0.1539848539487919,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.42000000000000004,0.21041819515774024,-0.17388114453411596,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.43,0.21015304217991787,-0.19447555057857402,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.44,0.2024316109422492,-0.21580547112462,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.45,0.19883945841392647,-0.23791102514506768,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.46,0.19511426319936956,-0.2608353033884948,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.47000000000000003,0.19124849458048976,-0.28462464873544757,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.48000000000000004,0.19116202945990177,-0.309328968903437,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.49,0.18715060492282018,-0.3350020859407592,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.5,0.1829787234042553,-0.36170212765957444,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.51,0.17863656100738165,-0.3894919669995658,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.52,0.174468085106383,-0.4184397163120568,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.53,0.1752829334540516,-0.4486192847442283,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.54,0.17095282146160962,-0.4801110083256245,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.55,0.16737588652482266,-0.513002364066194,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.56,0.15860735009671179,-0.5473887814313347,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.5700000000000001,0.14962889658584855,-0.583374567046017,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.5800000000000001,0.14042553191489357,-0.6210739614994937,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.59,0.13098079916969382,-0.6606123508043589,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.6,0.1276595744680851,-0.702127659574468,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.61,0.11794871794871792,-0.745771958537916,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.62,0.11220604703247478,-0.7917133258678611,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.63,0.1061529614721104,-0.8401380103507762,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.64,0.10732860520094559,-0.8912529550827423,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.65,0.11671732522796349,-0.9452887537993923,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.66,0.11464330413016269,-1.002503128911139,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.67,0.10857511283043195,-1.0631850419084463,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.68,0.09787234042553186,-1.1276595744680855,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.6900000000000001,0.1004804392587508,-1.1962937542896368,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.7000000000000001,0.08085106382978721,-1.269503546099291,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.7100000000000001,0.06925898752751278,-1.3477622890682324,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.72,0.04437689969604866,-1.43161094224924,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.73,0.023167848699763627,-1.5216706067769894,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.74,0.009819967266775809,-1.6186579378068737,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.75,0.012765957446808529,-1.7234042553191489,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.76,0.01773049645390068,-1.8368794326241136,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.77,0.009250693802035137,-1.9602220166512492,0.0,0.3191489361702128,One-versus-rest ecological decision utility
CatBoost,1,0.78,0.010831721470019345,-2.0947775628626695,0.0,0.3191489361702128,One-versus-rest ecological decision utility
