Model,State,Point,Recall,Precision,Threshold,State_AUPRC,State_Prevalence
CatBoost,1,122,0.9733333333333334,0.6403508771929824,0.1298277368319281,0.7129268140009529,0.3191489361702128
CatBoost,1,123,0.9733333333333334,0.6460176991150443,0.1452317131603527,0.7129268140009529,0.3191489361702128
CatBoost,1,124,0.9733333333333334,0.6517857142857143,0.1651705972258022,0.7129268140009529,0.3191489361702128
CatBoost,1,125,0.9733333333333334,0.6576576576576577,0.1871572777812573,0.7129268140009529,0.3191489361702128
CatBoost,1,126,0.9733333333333334,0.6636363636363637,0.188635988211217,0.7129268140009529,0.3191489361702128
CatBoost,1,127,0.96,0.6605504587155964,0.1956182434656919,0.7129268140009529,0.3191489361702128
CatBoost,1,128,0.96,0.6666666666666666,0.2009858496804655,0.7129268140009529,0.3191489361702128
CatBoost,1,129,0.96,0.6728971962616822,0.2208061733284604,0.7129268140009529,0.3191489361702128
CatBoost,1,130,0.9466666666666667,0.6698113207547169,0.2356333894222311,0.7129268140009529,0.3191489361702128
CatBoost,1,131,0.9333333333333333,0.6666666666666666,0.2382673587537914,0.7129268140009529,0.3191489361702128
CatBoost,1,132,0.92,0.6634615384615384,0.2384209188999714,0.7129268140009529,0.3191489361702128
CatBoost,1,133,0.92,0.6699029126213593,0.2388059402373298,0.7129268140009529,0.3191489361702128
CatBoost,1,134,0.92,0.6764705882352942,0.241338364751217,0.7129268140009529,0.3191489361702128
CatBoost,1,135,0.92,0.6831683168316832,0.2424606850335988,0.7129268140009529,0.3191489361702128
CatBoost,1,136,0.92,0.69,0.3173388520803551,0.7129268140009529,0.3191489361702128
CatBoost,1,137,0.92,0.696969696969697,0.3457958577225669,0.7129268140009529,0.3191489361702128
CatBoost,1,138,0.92,0.7040816326530612,0.3789311119814914,0.7129268140009529,0.3191489361702128
CatBoost,1,139,0.92,0.711340206185567,0.3817272335199187,0.7129268140009529,0.3191489361702128
CatBoost,1,140,0.92,0.71875,0.4215357452338252,0.7129268140009529,0.3191489361702128
CatBoost,1,141,0.92,0.7263157894736842,0.4387259379560664,0.7129268140009529,0.3191489361702128
CatBoost,1,142,0.9066666666666666,0.723404255319149,0.4703891365827417,0.7129268140009529,0.3191489361702128
CatBoost,1,143,0.9066666666666666,0.7311827956989247,0.5130048692356433,0.7129268140009529,0.3191489361702128
CatBoost,1,144,0.8933333333333333,0.7282608695652174,0.514200144409122,0.7129268140009529,0.3191489361702128
CatBoost,1,145,0.8933333333333333,0.7362637362637363,0.5235961917817237,0.7129268140009529,0.3191489361702128
CatBoost,1,146,0.8933333333333333,0.7444444444444445,0.5256587679410493,0.7129268140009529,0.3191489361702128
CatBoost,1,147,0.88,0.7415730337078652,0.529088587814453,0.7129268140009529,0.3191489361702128
CatBoost,1,148,0.88,0.75,0.5431523339041868,0.7129268140009529,0.3191489361702128
CatBoost,1,149,0.8666666666666667,0.7471264367816092,0.5461825348427076,0.7129268140009529,0.3191489361702128
CatBoost,1,150,0.8666666666666667,0.7558139534883721,0.5577663767165097,0.7129268140009529,0.3191489361702128
CatBoost,1,151,0.8533333333333334,0.7529411764705882,0.5624032776554312,0.7129268140009529,0.3191489361702128
CatBoost,1,152,0.84,0.75,0.5779105199247727,0.7129268140009529,0.3191489361702128
CatBoost,1,153,0.8266666666666667,0.7469879518072289,0.5807027350910703,0.7129268140009529,0.3191489361702128
CatBoost,1,154,0.8133333333333334,0.7439024390243902,0.5914394841818711,0.7129268140009529,0.3191489361702128
CatBoost,1,155,0.8,0.7407407407407407,0.596923439121036,0.7129268140009529,0.3191489361702128
CatBoost,1,156,0.8,0.75,0.608125216777059,0.7129268140009529,0.3191489361702128
CatBoost,1,157,0.7866666666666666,0.7468354430379747,0.6350460348349608,0.7129268140009529,0.3191489361702128
CatBoost,1,158,0.7866666666666666,0.7564102564102564,0.6409948620399165,0.7129268140009529,0.3191489361702128
CatBoost,1,159,0.7866666666666666,0.7662337662337663,0.6472047398519205,0.7129268140009529,0.3191489361702128
CatBoost,1,160,0.7866666666666666,0.7763157894736842,0.6522698150993239,0.7129268140009529,0.3191489361702128
CatBoost,1,161,0.7866666666666666,0.7866666666666666,0.6594547891862239,0.7129268140009529,0.3191489361702128
CatBoost,1,162,0.7733333333333333,0.7837837837837838,0.6749206527979229,0.7129268140009529,0.3191489361702128
CatBoost,1,163,0.76,0.7808219178082192,0.6817927970446769,0.7129268140009529,0.3191489361702128
CatBoost,1,164,0.76,0.7916666666666666,0.6934917105360584,0.7129268140009529,0.3191489361702128
CatBoost,1,165,0.7466666666666667,0.7887323943661971,0.6936253086817922,0.7129268140009529,0.3191489361702128
CatBoost,1,166,0.7333333333333333,0.7857142857142857,0.6968797963866082,0.7129268140009529,0.3191489361702128
CatBoost,1,167,0.72,0.782608695652174,0.7013939540807357,0.7129268140009529,0.3191489361702128
CatBoost,1,168,0.7066666666666667,0.7794117647058824,0.7103206962519207,0.7129268140009529,0.3191489361702128
