Months,Year,Month_Number,Model,True_State,Predicted_State,Correct,Maximum_Probability
2017-04-01,2017,4,Equal Soft Voting,1,3,False,0.6369249451970979
2017-05-01,2017,5,Equal Soft Voting,3,2,False,0.931384908869516
2017-06-01,2017,6,Equal Soft Voting,2,2,True,0.9863990885688448
2017-07-01,2017,7,Equal Soft Voting,2,2,True,0.9811347364977618
2017-08-01,2017,8,Equal Soft Voting,2,2,True,0.764894246418649
2017-09-01,2017,9,Equal Soft Voting,3,3,True,0.8757997861964048
2017-10-01,2017,10,Equal Soft Voting,2,3,False,0.9585625409793797
2017-11-01,2017,11,Equal Soft Voting,2,3,False,0.7623243372793591
2017-12-01,2017,12,Equal Soft Voting,1,1,True,0.5882557214005103
2018-01-01,2018,1,Equal Soft Voting,1,1,True,0.8743016570657648
2018-02-01,2018,2,Equal Soft Voting,1,1,True,0.9341986346006091
2018-03-01,2018,3,Equal Soft Voting,1,1,True,0.8455728416758742
2018-04-01,2018,4,Equal Soft Voting,3,1,False,0.8542323138136969
2018-05-01,2018,5,Equal Soft Voting,3,1,False,0.4648795812426574
2018-06-01,2018,6,Equal Soft Voting,2,2,True,0.9535329526631704
2018-07-01,2018,7,Equal Soft Voting,2,2,True,0.969828854617591
2018-08-01,2018,8,Equal Soft Voting,2,3,False,0.7544304735711052
2018-09-01,2018,9,Equal Soft Voting,3,3,True,0.9077828701041634
2018-10-01,2018,10,Equal Soft Voting,3,3,True,0.9478121181953498
2018-11-01,2018,11,Equal Soft Voting,2,3,False,0.9417117119499464
2018-12-01,2018,12,Equal Soft Voting,1,1,True,0.725111535916649
2019-01-01,2019,1,Equal Soft Voting,1,1,True,0.7170889218776869
2019-02-01,2019,2,Equal Soft Voting,1,1,True,0.5771513541132595
2019-03-01,2019,3,Equal Soft Voting,1,1,True,0.5137628746407011
2019-04-01,2019,4,Equal Soft Voting,1,1,True,0.8441358437837252
2019-05-01,2019,5,Equal Soft Voting,3,3,True,0.6084107327920046
2019-06-01,2019,6,Equal Soft Voting,2,2,True,0.886761197351628
2019-07-01,2019,7,Equal Soft Voting,2,2,True,0.9805332073746978
2019-08-01,2019,8,Equal Soft Voting,3,2,False,0.688550336774501
2019-09-01,2019,9,Equal Soft Voting,3,3,True,0.8588514083648257
2019-10-01,2019,10,Equal Soft Voting,3,3,True,0.9337139940768142
2019-11-01,2019,11,Equal Soft Voting,3,3,True,0.4980959453918639
2019-12-01,2019,12,Equal Soft Voting,1,1,True,0.6815441303880032
2020-01-01,2020,1,Equal Soft Voting,1,1,True,0.6394082852396169
2020-02-01,2020,2,Equal Soft Voting,1,1,True,0.6057535039710326
2020-03-01,2020,3,Equal Soft Voting,1,1,True,0.537059804337955
2020-04-01,2020,4,Equal Soft Voting,3,1,False,0.7182959462299051
2020-05-01,2020,5,Equal Soft Voting,2,2,True,0.4635803046978007
2020-06-01,2020,6,Equal Soft Voting,3,2,False,0.8539812657673215
2020-07-01,2020,7,Equal Soft Voting,2,2,True,0.8881707524293928
2020-08-01,2020,8,Equal Soft Voting,2,2,True,0.8368445161322638
2020-09-01,2020,9,Equal Soft Voting,3,3,True,0.6641831710422984
2020-10-01,2020,10,Equal Soft Voting,3,3,True,0.6181341425139754
2020-11-01,2020,11,Equal Soft Voting,2,3,False,0.7249982376332827
2020-12-01,2020,12,Equal Soft Voting,1,1,True,0.7491761144430336
2021-01-01,2021,1,Equal Soft Voting,1,1,True,0.8556202387249927
2021-02-01,2021,2,Equal Soft Voting,1,1,True,0.7329210076754172
2021-03-01,2021,3,Equal Soft Voting,1,1,True,0.56766453825551
2021-04-01,2021,4,Equal Soft Voting,3,1,False,0.4916705118599335
2021-05-01,2021,5,Equal Soft Voting,3,2,False,0.7750515162216823
2021-06-01,2021,6,Equal Soft Voting,2,2,True,0.9261945936389878
2021-07-01,2021,7,Equal Soft Voting,2,2,True,0.9439656378264756
2021-08-01,2021,8,Equal Soft Voting,3,2,False,0.6694185078814918
2021-09-01,2021,9,Equal Soft Voting,3,3,True,0.5050674235245176
2021-10-01,2021,10,Equal Soft Voting,3,3,True,0.8031281970750187
2021-11-01,2021,11,Equal Soft Voting,2,3,False,0.8216468063441185
2021-12-01,2021,12,Equal Soft Voting,1,1,True,0.7562098496316382
2022-01-01,2022,1,Equal Soft Voting,1,1,True,0.8348068607655467
2022-02-01,2022,2,Equal Soft Voting,1,1,True,0.8866330703721319
2022-03-01,2022,3,Equal Soft Voting,3,1,False,0.8933285609324525
2022-04-01,2022,4,Equal Soft Voting,3,1,False,0.7886296028774087
2022-05-01,2022,5,Equal Soft Voting,3,2,False,0.5420937929856272
2022-06-01,2022,6,Equal Soft Voting,2,2,True,0.9586368323982866
2022-07-01,2022,7,Equal Soft Voting,2,2,True,0.9810302413734656
2022-08-01,2022,8,Equal Soft Voting,3,2,False,0.9426548951818876
2022-09-01,2022,9,Equal Soft Voting,3,3,True,0.8716928377889758
2022-10-01,2022,10,Equal Soft Voting,3,3,True,0.8097110054128068
2022-11-01,2022,11,Equal Soft Voting,2,2,True,0.5459146830748581
2022-12-01,2022,12,Equal Soft Voting,1,1,True,0.7181710690450177
2003-06-01,2003,6,CNN-LSTM,2,2,True,0.8712925910949707
2003-07-01,2003,7,CNN-LSTM,2,2,True,0.8990713357925415
2003-08-01,2003,8,CNN-LSTM,3,2,False,0.788794755935669
2003-09-01,2003,9,CNN-LSTM,3,3,True,0.5827648043632507
2003-10-01,2003,10,CNN-LSTM,3,3,True,0.852664589881897
2003-11-01,2003,11,CNN-LSTM,3,3,True,0.8020123243331909
2003-12-01,2003,12,CNN-LSTM,3,3,True,0.728509783744812
2004-01-01,2004,1,CNN-LSTM,1,3,False,0.5142574310302734
2004-02-01,2004,2,CNN-LSTM,1,1,True,0.5141582489013672
2004-03-01,2004,3,CNN-LSTM,1,1,True,0.6725670099258423
2004-04-01,2004,4,CNN-LSTM,1,1,True,0.6209704875946045
2004-05-01,2004,5,CNN-LSTM,1,2,False,0.6298750638961792
2004-06-01,2004,6,CNN-LSTM,2,2,True,0.907930552959442
2004-07-01,2004,7,CNN-LSTM,2,2,True,0.9147239923477172
2004-08-01,2004,8,CNN-LSTM,3,2,False,0.6940663456916809
2004-09-01,2004,9,CNN-LSTM,3,3,True,0.7511705160140991
2004-10-01,2004,10,CNN-LSTM,3,3,True,0.8684518933296204
2004-11-01,2004,11,CNN-LSTM,3,3,True,0.821902334690094
2004-12-01,2004,12,CNN-LSTM,3,3,True,0.5727003812789917
2005-01-01,2005,1,CNN-LSTM,1,1,True,0.6026930809020996
2005-02-01,2005,2,CNN-LSTM,1,1,True,0.7100911140441895
2005-03-01,2005,3,CNN-LSTM,1,1,True,0.7802937626838684
2005-04-01,2005,4,CNN-LSTM,1,1,True,0.7582167387008667
2005-05-01,2005,5,CNN-LSTM,2,1,False,0.3638040721416473
2005-06-01,2005,6,CNN-LSTM,2,2,True,0.9417386651039124
2005-07-01,2005,7,CNN-LSTM,2,2,True,0.9581092000007628
2005-08-01,2005,8,CNN-LSTM,3,2,False,0.906265676021576
2005-09-01,2005,9,CNN-LSTM,3,3,True,0.5282157063484192
2005-10-01,2005,10,CNN-LSTM,3,3,True,0.8205937147140503
2005-11-01,2005,11,CNN-LSTM,3,3,True,0.8653900027275085
2005-12-01,2005,12,CNN-LSTM,1,3,False,0.5192248225212097
2006-01-01,2006,1,CNN-LSTM,1,1,True,0.6357468366622925
2006-02-01,2006,2,CNN-LSTM,1,1,True,0.7437270879745483
2006-03-01,2006,3,CNN-LSTM,1,1,True,0.6976656913757324
2006-04-01,2006,4,CNN-LSTM,1,1,True,0.8057324886322021
2006-05-01,2006,5,CNN-LSTM,1,1,True,0.5248242020606995
2006-06-01,2006,6,CNN-LSTM,2,2,True,0.9482386112213136
2006-07-01,2006,7,CNN-LSTM,2,2,True,0.9744866490364076
2006-08-01,2006,8,CNN-LSTM,2,2,True,0.8807443380355835
2006-09-01,2006,9,CNN-LSTM,3,3,True,0.7295113801956177
2006-10-01,2006,10,CNN-LSTM,3,3,True,0.8129799365997314
2006-11-01,2006,11,CNN-LSTM,3,3,True,0.7037312984466553
2006-12-01,2006,12,CNN-LSTM,3,3,True,0.4152415990829468
2007-01-01,2007,1,CNN-LSTM,1,1,True,0.6723834872245789
2007-02-01,2007,2,CNN-LSTM,1,1,True,0.7853448987007141
2007-03-01,2007,3,CNN-LSTM,1,1,True,0.8598793745040894
2007-04-01,2007,4,CNN-LSTM,1,1,True,0.664906919002533
2007-05-01,2007,5,CNN-LSTM,2,1,False,0.3783678412437439
2007-06-01,2007,6,CNN-LSTM,2,2,True,0.7221232056617737
2007-07-01,2007,7,CNN-LSTM,2,2,True,0.7826371192932129
2007-08-01,2007,8,CNN-LSTM,2,2,True,0.6805439591407776
2007-09-01,2007,9,CNN-LSTM,3,3,True,0.6522632837295532
2007-10-01,2007,10,CNN-LSTM,3,3,True,0.7170434594154358
2007-11-01,2007,11,CNN-LSTM,3,3,True,0.532199501991272
2007-12-01,2007,12,CNN-LSTM,1,1,True,0.7037606835365295
2008-01-01,2008,1,CNN-LSTM,3,1,False,0.8550226092338562
2008-02-01,2008,2,CNN-LSTM,1,1,True,0.864316999912262
2008-03-01,2008,3,CNN-LSTM,1,1,True,0.866222083568573
2008-04-01,2008,4,CNN-LSTM,1,1,True,0.8416290879249573
2008-05-01,2008,5,CNN-LSTM,2,2,True,0.4786268174648285
2008-06-01,2008,6,CNN-LSTM,2,2,True,0.9040318131446838
2008-07-01,2008,7,CNN-LSTM,2,2,True,0.9387911558151244
2008-08-01,2008,8,CNN-LSTM,3,2,False,0.8065477013587952
2008-09-01,2008,9,CNN-LSTM,3,3,True,0.7286719679832458
2008-10-01,2008,10,CNN-LSTM,3,3,True,0.8563348054885864
2008-11-01,2008,11,CNN-LSTM,3,3,True,0.818653404712677
2008-12-01,2008,12,CNN-LSTM,1,3,False,0.4630015194416046
2009-01-01,2009,1,CNN-LSTM,1,1,True,0.9165983200073242
2009-02-01,2009,2,CNN-LSTM,1,1,True,0.8652915358543396
2009-03-01,2009,3,CNN-LSTM,1,1,True,0.8697905540466309
2009-04-01,2009,4,CNN-LSTM,1,1,True,0.7378526329994202
2009-05-01,2009,5,CNN-LSTM,2,2,True,0.5338555574417114
2009-06-01,2009,6,CNN-LSTM,2,2,True,0.985005259513855
2009-07-01,2009,7,CNN-LSTM,2,2,True,0.9853524565696716
2009-08-01,2009,8,CNN-LSTM,2,2,True,0.6758655309677124
2009-09-01,2009,9,CNN-LSTM,3,3,True,0.9893381595611572
2009-10-01,2009,10,CNN-LSTM,3,3,True,0.9940756559371948
2009-11-01,2009,11,CNN-LSTM,3,3,True,0.9817543625831604
2009-12-01,2009,12,CNN-LSTM,1,3,False,0.9707391262054444
2010-01-01,2010,1,CNN-LSTM,1,3,False,0.6948373317718506
2010-02-01,2010,2,CNN-LSTM,1,1,True,0.5191186666488647
2010-03-01,2010,3,CNN-LSTM,1,1,True,0.6641775965690613
2010-04-01,2010,4,CNN-LSTM,1,1,True,0.8375044465065002
2010-05-01,2010,5,CNN-LSTM,1,1,True,0.8857452273368835
2010-06-01,2010,6,CNN-LSTM,2,2,True,0.6482954621315002
2010-07-01,2010,7,CNN-LSTM,2,2,True,0.9523108005523682
2010-08-01,2010,8,CNN-LSTM,2,2,True,0.9027209877967834
2010-09-01,2010,9,CNN-LSTM,3,2,False,0.5640010833740234
2010-10-01,2010,10,CNN-LSTM,3,3,True,0.6630151271820068
2010-11-01,2010,11,CNN-LSTM,3,3,True,0.4064384996891022
2010-12-01,2010,12,CNN-LSTM,3,1,False,0.8794354200363159
2011-01-01,2011,1,CNN-LSTM,1,1,True,0.840337872505188
2011-02-01,2011,2,CNN-LSTM,1,1,True,0.811989963054657
2011-03-01,2011,3,CNN-LSTM,1,1,True,0.855864405632019
2011-04-01,2011,4,CNN-LSTM,1,1,True,0.895642876625061
2011-05-01,2011,5,CNN-LSTM,2,1,False,0.4600549638271332
2011-06-01,2011,6,CNN-LSTM,2,2,True,0.9496874213218688
2011-07-01,2011,7,CNN-LSTM,2,2,True,0.9105094075202942
2011-08-01,2011,8,CNN-LSTM,2,3,False,0.7207556366920471
2011-09-01,2011,9,CNN-LSTM,3,3,True,0.9274918437004088
2011-10-01,2011,10,CNN-LSTM,3,3,True,0.9121084809303284
2011-11-01,2011,11,CNN-LSTM,3,3,True,0.6651185154914856
2011-12-01,2011,12,CNN-LSTM,1,1,True,0.8478265404701233
2012-01-01,2012,1,CNN-LSTM,1,1,True,0.9698845148086548
2012-02-01,2012,2,CNN-LSTM,3,1,False,0.9763633012771606
2012-03-01,2012,3,CNN-LSTM,3,1,False,0.965731143951416
2012-04-01,2012,4,CNN-LSTM,1,1,True,0.8854118585586548
2012-05-01,2012,5,CNN-LSTM,1,1,True,0.4781019687652588
2012-06-01,2012,6,CNN-LSTM,2,2,True,0.8320494890213013
2012-07-01,2012,7,CNN-LSTM,2,2,True,0.92377108335495
2012-08-01,2012,8,CNN-LSTM,2,2,True,0.5139741897583008
2012-09-01,2012,9,CNN-LSTM,3,3,True,0.9224666357040404
2012-10-01,2012,10,CNN-LSTM,3,3,True,0.9622499346733092
2012-11-01,2012,11,CNN-LSTM,3,3,True,0.941575050354004
2012-12-01,2012,12,CNN-LSTM,3,1,False,0.5942586064338684
2013-01-01,2013,1,CNN-LSTM,1,1,True,0.8313885927200317
2013-02-01,2013,2,CNN-LSTM,3,1,False,0.8847578167915344
2013-03-01,2013,3,CNN-LSTM,3,1,False,0.9051498174667358
2013-04-01,2013,4,CNN-LSTM,1,1,True,0.8722404837608337
2013-05-01,2013,5,CNN-LSTM,1,1,True,0.5463778376579285
2013-06-01,2013,6,CNN-LSTM,2,2,True,0.7986775636672974
2013-07-01,2013,7,CNN-LSTM,2,2,True,0.8675302267074585
2013-08-01,2013,8,CNN-LSTM,2,2,True,0.5436488389968872
2013-09-01,2013,9,CNN-LSTM,3,3,True,0.8253011703491211
2013-10-01,2013,10,CNN-LSTM,3,3,True,0.8453456163406372
2013-11-01,2013,11,CNN-LSTM,3,3,True,0.7381611466407776
2013-12-01,2013,12,CNN-LSTM,3,1,False,0.5832770466804504
2014-01-01,2014,1,CNN-LSTM,3,1,False,0.844980001449585
2014-02-01,2014,2,CNN-LSTM,3,1,False,0.9544799327850342
2014-03-01,2014,3,CNN-LSTM,3,1,False,0.8916443586349487
2014-04-01,2014,4,CNN-LSTM,1,1,True,0.9269274473190308
2014-05-01,2014,5,CNN-LSTM,1,2,False,0.536614716053009
2014-06-01,2014,6,CNN-LSTM,2,2,True,0.9324126243591307
2014-07-01,2014,7,CNN-LSTM,2,2,True,0.9281238317489624
2014-08-01,2014,8,CNN-LSTM,2,3,False,0.8871596455574036
2014-09-01,2014,9,CNN-LSTM,2,3,False,0.9677851796150208
2014-10-01,2014,10,CNN-LSTM,3,3,True,0.9751351475715636
2014-11-01,2014,11,CNN-LSTM,3,3,True,0.9302407503128052
2014-12-01,2014,12,CNN-LSTM,3,1,False,0.5732667446136475
2015-01-01,2015,1,CNN-LSTM,3,1,False,0.8160398602485657
2015-02-01,2015,2,CNN-LSTM,3,1,False,0.8573759198188782
2015-03-01,2015,3,CNN-LSTM,3,1,False,0.8951059579849243
2015-04-01,2015,4,CNN-LSTM,1,1,True,0.8580338358879089
2015-05-01,2015,5,CNN-LSTM,2,2,True,0.5772783160209656
2015-06-01,2015,6,CNN-LSTM,2,2,True,0.8868540525436401
2015-07-01,2015,7,CNN-LSTM,2,2,True,0.6656372547149658
2015-08-01,2015,8,CNN-LSTM,2,3,False,0.8587744235992432
2015-09-01,2015,9,CNN-LSTM,3,3,True,0.9743178486824036
2015-10-01,2015,10,CNN-LSTM,3,3,True,0.985363245010376
2015-11-01,2015,11,CNN-LSTM,3,3,True,0.9858946800231934
2015-12-01,2015,12,CNN-LSTM,3,3,True,0.973257541656494
2016-01-01,2016,1,CNN-LSTM,3,3,True,0.967802345752716
2016-02-01,2016,2,CNN-LSTM,3,3,True,0.9138281345367432
2016-03-01,2016,3,CNN-LSTM,3,3,True,0.8114715218544006
2016-04-01,2016,4,CNN-LSTM,3,3,True,0.7463157176971436
2016-05-01,2016,5,CNN-LSTM,1,3,False,0.4115006923675537
2016-06-01,2016,6,CNN-LSTM,2,2,True,0.9983112812042236
2016-07-01,2016,7,CNN-LSTM,2,2,True,0.9988988637924194
2016-08-01,2016,8,CNN-LSTM,2,2,True,0.9882951974868774
2016-09-01,2016,9,CNN-LSTM,2,3,False,0.7203525900840759
2016-10-01,2016,10,CNN-LSTM,3,2,False,0.7776936292648315
2016-11-01,2016,11,CNN-LSTM,2,2,True,0.891048789024353
2016-12-01,2016,12,CNN-LSTM,1,1,True,0.8529380559921265
2017-01-01,2017,1,CNN-LSTM,1,1,True,0.9103597402572632
2017-02-01,2017,2,CNN-LSTM,1,1,True,0.9360852241516112
2017-03-01,2017,3,CNN-LSTM,1,1,True,0.9149318933486938
2017-04-01,2017,4,CNN-LSTM,1,1,True,0.7528616786003113
2017-05-01,2017,5,CNN-LSTM,3,2,False,0.7932237982749939
2017-06-01,2017,6,CNN-LSTM,2,2,True,0.9703934788703918
2017-07-01,2017,7,CNN-LSTM,2,2,True,0.9683060646057128
2017-08-01,2017,8,CNN-LSTM,2,2,True,0.9321792125701904
2017-09-01,2017,9,CNN-LSTM,3,2,False,0.5625842213630676
2017-10-01,2017,10,CNN-LSTM,2,3,False,0.7730304002761841
2017-11-01,2017,11,CNN-LSTM,2,3,False,0.7572742104530334
2017-12-01,2017,12,CNN-LSTM,1,1,True,0.4975922405719757
2018-01-01,2018,1,CNN-LSTM,1,1,True,0.8523153066635132
2018-02-01,2018,2,CNN-LSTM,1,1,True,0.8712924718856812
2018-03-01,2018,3,CNN-LSTM,1,1,True,0.8900236487388611
2018-04-01,2018,4,CNN-LSTM,3,1,False,0.8252162337303162
2018-05-01,2018,5,CNN-LSTM,3,2,False,0.7930645942687988
2018-06-01,2018,6,CNN-LSTM,2,2,True,0.9728938341140748
2018-07-01,2018,7,CNN-LSTM,2,2,True,0.9763018488883972
2018-08-01,2018,8,CNN-LSTM,2,2,True,0.7942864298820496
2018-09-01,2018,9,CNN-LSTM,3,3,True,0.5368578433990479
2018-10-01,2018,10,CNN-LSTM,3,3,True,0.6262521743774414
2018-11-01,2018,11,CNN-LSTM,2,3,False,0.6197100877761841
2018-12-01,2018,12,CNN-LSTM,1,3,False,0.5762380361557007
2019-01-01,2019,1,CNN-LSTM,1,1,True,0.7208645343780518
2019-02-01,2019,2,CNN-LSTM,1,1,True,0.7772862315177917
2019-03-01,2019,3,CNN-LSTM,1,1,True,0.8026543259620667
2019-04-01,2019,4,CNN-LSTM,1,1,True,0.7578742504119873
2019-05-01,2019,5,CNN-LSTM,3,1,False,0.5727232098579407
2019-06-01,2019,6,CNN-LSTM,2,2,True,0.6309441328048706
2019-07-01,2019,7,CNN-LSTM,2,2,True,0.8837147951126099
2019-08-01,2019,8,CNN-LSTM,3,2,False,0.8470146656036377
2019-09-01,2019,9,CNN-LSTM,3,2,False,0.539383053779602
2019-10-01,2019,10,CNN-LSTM,3,3,True,0.5850648283958435
2019-11-01,2019,11,CNN-LSTM,3,3,True,0.6144070625305176
2019-12-01,2019,12,CNN-LSTM,1,1,True,0.4737896025180816
2020-01-01,2020,1,CNN-LSTM,1,1,True,0.9598248600959778
2020-02-01,2020,2,CNN-LSTM,1,1,True,0.9718791842460632
2020-03-01,2020,3,CNN-LSTM,1,1,True,0.8941397666931152
2020-04-01,2020,4,CNN-LSTM,3,1,False,0.9204318523406982
2020-05-01,2020,5,CNN-LSTM,2,1,False,0.5135828852653503
2020-06-01,2020,6,CNN-LSTM,3,2,False,0.8805783987045288
2020-07-01,2020,7,CNN-LSTM,2,2,True,0.8879511952400208
2020-08-01,2020,8,CNN-LSTM,2,2,True,0.79371178150177
2020-09-01,2020,9,CNN-LSTM,3,3,True,0.8487628698348999
2020-10-01,2020,10,CNN-LSTM,3,3,True,0.8898763656616211
2020-11-01,2020,11,CNN-LSTM,2,3,False,0.804796040058136
2020-12-01,2020,12,CNN-LSTM,1,1,True,0.8605480790138245
2021-01-01,2021,1,CNN-LSTM,1,1,True,0.9542223811149596
2021-02-01,2021,2,CNN-LSTM,1,1,True,0.9540776014328004
2021-03-01,2021,3,CNN-LSTM,1,1,True,0.9197705388069152
2021-04-01,2021,4,CNN-LSTM,3,1,False,0.8689446449279785
2021-05-01,2021,5,CNN-LSTM,3,1,False,0.5222906470298767
2021-06-01,2021,6,CNN-LSTM,2,2,True,0.964424967765808
2021-07-01,2021,7,CNN-LSTM,2,2,True,0.9282020926475524
2021-08-01,2021,8,CNN-LSTM,3,2,False,0.6843140721321106
2021-09-01,2021,9,CNN-LSTM,3,3,True,0.7844678163528442
2021-10-01,2021,10,CNN-LSTM,3,3,True,0.8348641991615295
2021-11-01,2021,11,CNN-LSTM,2,3,False,0.5192922949790955
2021-12-01,2021,12,CNN-LSTM,1,1,True,0.8466429710388184
2022-01-01,2022,1,CNN-LSTM,1,1,True,0.977121114730835
2022-02-01,2022,2,CNN-LSTM,1,1,True,0.9644994735717772
2022-03-01,2022,3,CNN-LSTM,3,1,False,0.9485468864440918
2022-04-01,2022,4,CNN-LSTM,3,1,False,0.7563973069190979
2022-05-01,2022,5,CNN-LSTM,3,3,True,0.5068085193634033
2022-06-01,2022,6,CNN-LSTM,2,2,True,0.906551480293274
2022-07-01,2022,7,CNN-LSTM,2,2,True,0.9741089344024658
2022-08-01,2022,8,CNN-LSTM,3,3,True,0.5870211124420166
2022-09-01,2022,9,CNN-LSTM,3,3,True,0.9113548994064332
2022-10-01,2022,10,CNN-LSTM,3,3,True,0.7589976787567139
2022-11-01,2022,11,CNN-LSTM,2,3,False,0.7156858444213867
2022-12-01,2022,12,CNN-LSTM,1,1,True,0.9348964691162108
2003-06-01,2003,6,TCN,2,2,True,0.9336698651313782
2003-07-01,2003,7,TCN,2,2,True,0.9342061877250672
2003-08-01,2003,8,TCN,3,2,False,0.7846540212631226
2003-09-01,2003,9,TCN,3,3,True,0.8025295734405518
2003-10-01,2003,10,TCN,3,3,True,0.9322325587272644
2003-11-01,2003,11,TCN,3,3,True,0.8889337182044983
2003-12-01,2003,12,TCN,3,3,True,0.6671966910362244
2004-01-01,2004,1,TCN,1,3,False,0.7141878604888916
2004-02-01,2004,2,TCN,1,3,False,0.7226756811141968
2004-03-01,2004,3,TCN,1,3,False,0.5501713156700134
2004-04-01,2004,4,TCN,1,1,True,0.6809903383255005
2004-05-01,2004,5,TCN,1,2,False,0.5351386666297913
2004-06-01,2004,6,TCN,2,2,True,0.879631757736206
2004-07-01,2004,7,TCN,2,2,True,0.928563356399536
2004-08-01,2004,8,TCN,3,2,False,0.5776744484901428
2004-09-01,2004,9,TCN,3,3,True,0.8625348806381226
2004-10-01,2004,10,TCN,3,3,True,0.9111289978027344
2004-11-01,2004,11,TCN,3,3,True,0.723220705986023
2004-12-01,2004,12,TCN,3,1,False,0.5422132611274719
2005-01-01,2005,1,TCN,1,3,False,0.8147167563438416
2005-02-01,2005,2,TCN,1,1,True,0.5125714540481567
2005-03-01,2005,3,TCN,1,1,True,0.7418474555015564
2005-04-01,2005,4,TCN,1,1,True,0.8335120677947998
2005-05-01,2005,5,TCN,2,1,False,0.5015542507171631
2005-06-01,2005,6,TCN,2,2,True,0.9301530718803406
2005-07-01,2005,7,TCN,2,2,True,0.969953715801239
2005-08-01,2005,8,TCN,3,2,False,0.9066012501716614
2005-09-01,2005,9,TCN,3,3,True,0.6510858535766602
2005-10-01,2005,10,TCN,3,3,True,0.8680194616317749
2005-11-01,2005,11,TCN,3,3,True,0.8933977484703064
2005-12-01,2005,12,TCN,1,3,False,0.711376428604126
2006-01-01,2006,1,TCN,1,1,True,0.6566855311393738
2006-02-01,2006,2,TCN,1,1,True,0.6401410698890686
2006-03-01,2006,3,TCN,1,1,True,0.7024797797203064
2006-04-01,2006,4,TCN,1,1,True,0.7853431105613708
2006-05-01,2006,5,TCN,1,2,False,0.4951237142086029
2006-06-01,2006,6,TCN,2,2,True,0.9092139601707458
2006-07-01,2006,7,TCN,2,2,True,0.9412553310394288
2006-08-01,2006,8,TCN,2,2,True,0.8011104464530945
2006-09-01,2006,9,TCN,3,3,True,0.6601330637931824
2006-10-01,2006,10,TCN,3,3,True,0.8417324423789978
2006-11-01,2006,11,TCN,3,3,True,0.6818222403526306
2006-12-01,2006,12,TCN,3,3,True,0.4647086262702942
2007-01-01,2007,1,TCN,1,1,True,0.6695770025253296
2007-02-01,2007,2,TCN,1,1,True,0.7422420978546143
2007-03-01,2007,3,TCN,1,1,True,0.5813707709312439
2007-04-01,2007,4,TCN,1,2,False,0.512077808380127
2007-05-01,2007,5,TCN,2,2,True,0.8960522413253784
2007-06-01,2007,6,TCN,2,2,True,0.9704073667526244
2007-07-01,2007,7,TCN,2,2,True,0.9292699098587036
2007-08-01,2007,8,TCN,2,2,True,0.6692342758178711
2007-09-01,2007,9,TCN,3,3,True,0.8796290755271912
2007-10-01,2007,10,TCN,3,3,True,0.940754771232605
2007-11-01,2007,11,TCN,3,3,True,0.7524908185005188
2007-12-01,2007,12,TCN,1,1,True,0.6903772950172424
2008-01-01,2008,1,TCN,3,1,False,0.9200533032417296
2008-02-01,2008,2,TCN,1,1,True,0.8505874872207642
2008-03-01,2008,3,TCN,1,1,True,0.7798722982406616
2008-04-01,2008,4,TCN,1,1,True,0.751482367515564
2008-05-01,2008,5,TCN,2,2,True,0.5803337097167969
2008-06-01,2008,6,TCN,2,2,True,0.9339630603790284
2008-07-01,2008,7,TCN,2,2,True,0.9622542262077332
2008-08-01,2008,8,TCN,3,2,False,0.7214535474777222
2008-09-01,2008,9,TCN,3,3,True,0.8737250566482544
2008-10-01,2008,10,TCN,3,3,True,0.9496651887893676
2008-11-01,2008,11,TCN,3,3,True,0.8813093304634094
2008-12-01,2008,12,TCN,1,1,True,0.6225746273994446
2009-01-01,2009,1,TCN,1,1,True,0.7755728960037231
2009-02-01,2009,2,TCN,1,1,True,0.7792274355888367
2009-03-01,2009,3,TCN,1,1,True,0.7061754465103149
2009-04-01,2009,4,TCN,1,1,True,0.6864668726921082
2009-05-01,2009,5,TCN,2,2,True,0.6031168699264526
2009-06-01,2009,6,TCN,2,2,True,0.9747633934020996
2009-07-01,2009,7,TCN,2,2,True,0.9845031499862672
2009-08-01,2009,8,TCN,2,2,True,0.8532846570014954
2009-09-01,2009,9,TCN,3,3,True,0.9776686429977416
2009-10-01,2009,10,TCN,3,3,True,0.9911453127861024
2009-11-01,2009,11,TCN,3,3,True,0.980455756187439
2009-12-01,2009,12,TCN,1,3,False,0.8245609402656555
2010-01-01,2010,1,TCN,1,1,True,0.5108689665794373
2010-02-01,2010,2,TCN,1,3,False,0.6883295774459839
2010-03-01,2010,3,TCN,1,3,False,0.6303635835647583
2010-04-01,2010,4,TCN,1,1,True,0.5759879946708679
2010-05-01,2010,5,TCN,1,1,True,0.5124731659889221
2010-06-01,2010,6,TCN,2,2,True,0.768447756767273
2010-07-01,2010,7,TCN,2,2,True,0.8949166536331177
2010-08-01,2010,8,TCN,2,2,True,0.7880203127861023
2010-09-01,2010,9,TCN,3,3,True,0.7542724013328552
2010-10-01,2010,10,TCN,3,3,True,0.920689582824707
2010-11-01,2010,11,TCN,3,3,True,0.5180869102478027
2010-12-01,2010,12,TCN,3,1,False,0.8879237174987793
2011-01-01,2011,1,TCN,1,3,False,0.5981724858283997
2011-02-01,2011,2,TCN,1,3,False,0.7252694368362427
2011-03-01,2011,3,TCN,1,3,False,0.6012780666351318
2011-04-01,2011,4,TCN,1,1,True,0.5773023962974548
2011-05-01,2011,5,TCN,2,2,True,0.6095805168151855
