Months,Year,Month_Number,Model,True_State,Predicted_State,Correct,Maximum_Probability
2007-11-01,2007,11,HistGradientBoosting,3,3,True,0.981850945370226
2007-12-01,2007,12,HistGradientBoosting,1,1,True,0.7194628792210433
2008-01-01,2008,1,HistGradientBoosting,3,1,False,0.8651235347450617
2008-02-01,2008,2,HistGradientBoosting,1,1,True,0.9953814391315836
2008-03-01,2008,3,HistGradientBoosting,1,1,True,0.9705060757395644
2008-04-01,2008,4,HistGradientBoosting,1,1,True,0.7557898558770817
2008-05-01,2008,5,HistGradientBoosting,2,2,True,0.9046536078291092
2008-06-01,2008,6,HistGradientBoosting,2,2,True,0.9944399572627176
2008-07-01,2008,7,HistGradientBoosting,2,2,True,0.9999198264669672
2008-08-01,2008,8,HistGradientBoosting,3,2,False,0.9847319674206666
2008-09-01,2008,9,HistGradientBoosting,3,3,True,0.9830054660274752
2008-10-01,2008,10,HistGradientBoosting,3,3,True,0.9972405384952951
2008-11-01,2008,11,HistGradientBoosting,3,3,True,0.9438285997447876
2008-12-01,2008,12,HistGradientBoosting,1,3,False,0.5193876871154139
2009-01-01,2009,1,HistGradientBoosting,1,1,True,0.9995828961457236
2009-02-01,2009,2,HistGradientBoosting,1,1,True,0.8427619644977667
2009-03-01,2009,3,HistGradientBoosting,1,1,True,0.978177390633028
2009-04-01,2009,4,HistGradientBoosting,1,1,True,0.9793129381586876
2009-05-01,2009,5,HistGradientBoosting,2,2,True,0.9432012437381596
2009-06-01,2009,6,HistGradientBoosting,2,2,True,0.997234412116748
2009-07-01,2009,7,HistGradientBoosting,2,2,True,0.9999831932318436
2009-08-01,2009,8,HistGradientBoosting,2,2,True,0.5907276775982362
2009-09-01,2009,9,HistGradientBoosting,3,3,True,0.9991687671850572
2009-10-01,2009,10,HistGradientBoosting,3,3,True,0.9999001637099284
2009-11-01,2009,11,HistGradientBoosting,3,3,True,0.9994157658282498
2009-12-01,2009,12,HistGradientBoosting,1,3,False,0.9991079255560232
2010-01-01,2010,1,HistGradientBoosting,1,1,True,0.9944903414321642
2010-02-01,2010,2,HistGradientBoosting,1,1,True,0.9976136997425972
2010-03-01,2010,3,HistGradientBoosting,1,3,False,0.5589934497183535
2010-04-01,2010,4,HistGradientBoosting,1,1,True,0.9997819047395544
2010-05-01,2010,5,HistGradientBoosting,1,1,True,0.9982858762345732
2010-06-01,2010,6,HistGradientBoosting,2,2,True,0.9999995971210522
2010-07-01,2010,7,HistGradientBoosting,2,2,True,0.99825161728115
2010-08-01,2010,8,HistGradientBoosting,2,2,True,0.9834198168534756
2010-09-01,2010,9,HistGradientBoosting,3,3,True,0.9958165985308772
2010-10-01,2010,10,HistGradientBoosting,3,3,True,0.9990474862743256
2010-11-01,2010,11,HistGradientBoosting,3,3,True,0.9961456636422784
2010-12-01,2010,12,HistGradientBoosting,3,1,False,0.9966125986185554
2011-01-01,2011,1,HistGradientBoosting,1,1,True,0.9932642250435236
2011-02-01,2011,2,HistGradientBoosting,1,1,True,0.9930134195511456
2011-03-01,2011,3,HistGradientBoosting,1,1,True,0.9796782299324844
2011-04-01,2011,4,HistGradientBoosting,1,1,True,0.9995243129937716
2011-05-01,2011,5,HistGradientBoosting,2,1,False,0.6063339038137842
2011-06-01,2011,6,HistGradientBoosting,2,2,True,0.941705919201719
2011-07-01,2011,7,HistGradientBoosting,2,2,True,0.9999383891666026
2011-08-01,2011,8,HistGradientBoosting,2,3,False,0.8153949963477762
2011-09-01,2011,9,HistGradientBoosting,3,3,True,0.9995837102121852
2011-10-01,2011,10,HistGradientBoosting,3,3,True,0.9958005238658124
2011-11-01,2011,11,HistGradientBoosting,3,2,False,0.978364677510332
2011-12-01,2011,12,HistGradientBoosting,1,1,True,0.6361523983992549
2012-01-01,2012,1,HistGradientBoosting,1,1,True,0.9641072691080512
2012-02-01,2012,2,HistGradientBoosting,3,3,True,0.5692946349613259
2012-03-01,2012,3,HistGradientBoosting,3,1,False,0.9962491112824376
2012-04-01,2012,4,HistGradientBoosting,1,3,False,0.5346245775674747
2012-05-01,2012,5,HistGradientBoosting,1,3,False,0.5784792284182584
2012-06-01,2012,6,HistGradientBoosting,2,2,True,0.9997274261229256
2012-07-01,2012,7,HistGradientBoosting,2,2,True,0.9999872554017588
2012-08-01,2012,8,HistGradientBoosting,2,3,False,0.859812984178196
2012-09-01,2012,9,HistGradientBoosting,3,3,True,0.999985289754449
2012-10-01,2012,10,HistGradientBoosting,3,3,True,0.998949489691949
2012-11-01,2012,11,HistGradientBoosting,3,3,True,0.999846742857208
2012-12-01,2012,12,HistGradientBoosting,3,3,True,0.9913402005571692
2013-01-01,2013,1,HistGradientBoosting,1,1,True,0.8775152456908133
2013-02-01,2013,2,HistGradientBoosting,3,3,True,0.6755695820927851
2013-03-01,2013,3,HistGradientBoosting,3,1,False,0.9978478691488976
2013-04-01,2013,4,HistGradientBoosting,1,1,True,0.9662063645431892
2013-05-01,2013,5,HistGradientBoosting,1,2,False,0.5951318543853839
2013-06-01,2013,6,HistGradientBoosting,2,2,True,0.9920611067141824
2013-07-01,2013,7,HistGradientBoosting,2,2,True,0.9990020258072536
2013-08-01,2013,8,HistGradientBoosting,2,2,True,0.9894795988050354
2013-09-01,2013,9,HistGradientBoosting,3,3,True,0.9877194542690562
2013-10-01,2013,10,HistGradientBoosting,3,3,True,0.9929070047634532
2013-11-01,2013,11,HistGradientBoosting,3,3,True,0.9972995388472922
2013-12-01,2013,12,HistGradientBoosting,3,3,True,0.590443500064077
2014-01-01,2014,1,HistGradientBoosting,3,1,False,0.9996930400628424
2014-02-01,2014,2,HistGradientBoosting,3,1,False,0.999993410996192
2014-03-01,2014,3,HistGradientBoosting,3,1,False,0.9999951898420296
2014-04-01,2014,4,HistGradientBoosting,1,1,True,0.6234842082766368
2014-05-01,2014,5,HistGradientBoosting,1,2,False,0.9798704485709164
2014-06-01,2014,6,HistGradientBoosting,2,2,True,0.9999999850639084
2014-07-01,2014,7,HistGradientBoosting,2,2,True,0.999998373096159
2014-08-01,2014,8,HistGradientBoosting,2,2,True,0.9979943927449594
2014-09-01,2014,9,HistGradientBoosting,2,3,False,0.9998857892272016
2014-10-01,2014,10,HistGradientBoosting,3,3,True,0.9999975302714336
2014-11-01,2014,11,HistGradientBoosting,3,3,True,0.9999152038803204
2014-12-01,2014,12,HistGradientBoosting,3,3,True,0.9996896460861732
2015-01-01,2015,1,HistGradientBoosting,3,3,True,0.5201087200496042
2015-02-01,2015,2,HistGradientBoosting,3,3,True,0.91275118578166
2015-03-01,2015,3,HistGradientBoosting,3,3,True,0.5842743689391752
2015-04-01,2015,4,HistGradientBoosting,1,3,False,0.5343243545817337
2015-05-01,2015,5,HistGradientBoosting,2,1,False,0.9940944644203408
2015-06-01,2015,6,HistGradientBoosting,2,2,True,0.9966904263074378
2015-07-01,2015,7,HistGradientBoosting,2,2,True,0.9999987338073664
2015-08-01,2015,8,HistGradientBoosting,2,2,True,0.9204789185780364
2015-09-01,2015,9,HistGradientBoosting,3,3,True,0.6405077232728578
2015-10-01,2015,10,HistGradientBoosting,3,3,True,0.999995937653965
2015-11-01,2015,11,HistGradientBoosting,3,2,False,0.5148273214426845
2015-12-01,2015,12,HistGradientBoosting,3,1,False,0.7987614489416094
2016-01-01,2016,1,HistGradientBoosting,3,1,False,0.7151270061081091
2016-02-01,2016,2,HistGradientBoosting,3,1,False,0.9093218633102474
2016-03-01,2016,3,HistGradientBoosting,3,3,True,0.9996374204570764
2016-04-01,2016,4,HistGradientBoosting,3,1,False,0.4060470981055641
2016-05-01,2016,5,HistGradientBoosting,1,3,False,0.8726783923355058
2016-06-01,2016,6,HistGradientBoosting,2,2,True,0.9999935273796884
2016-07-01,2016,7,HistGradientBoosting,2,2,True,0.9999488491000742
2016-08-01,2016,8,HistGradientBoosting,2,2,True,0.998121662019998
2016-09-01,2016,9,HistGradientBoosting,2,3,False,0.99976113122788
2016-10-01,2016,10,HistGradientBoosting,3,3,True,0.7288029129437074
2016-11-01,2016,11,HistGradientBoosting,2,3,False,0.9005573463101662
2016-12-01,2016,12,HistGradientBoosting,1,1,True,0.9942494289267232
2017-01-01,2017,1,HistGradientBoosting,1,3,False,0.94347814235994
2017-02-01,2017,2,HistGradientBoosting,1,3,False,0.6581767002330401
2017-03-01,2017,3,HistGradientBoosting,1,1,True,0.96633619973506
2017-04-01,2017,4,HistGradientBoosting,1,3,False,0.95965114971774
2017-05-01,2017,5,HistGradientBoosting,3,2,False,0.9999619605136862
2017-06-01,2017,6,HistGradientBoosting,2,2,True,0.9999882683458364
2017-07-01,2017,7,HistGradientBoosting,2,2,True,0.9999833231395472
2017-08-01,2017,8,HistGradientBoosting,2,3,False,0.5427003735255225
2017-09-01,2017,9,HistGradientBoosting,3,3,True,0.9494598354085284
2017-10-01,2017,10,HistGradientBoosting,2,3,False,0.9996302128703142
2017-11-01,2017,11,HistGradientBoosting,2,3,False,0.7369879454666703
2017-12-01,2017,12,HistGradientBoosting,1,3,False,0.6082700009492297
2018-01-01,2018,1,HistGradientBoosting,1,1,True,0.9614195941224636
2018-02-01,2018,2,HistGradientBoosting,1,1,True,0.9991194385241454
2018-03-01,2018,3,HistGradientBoosting,1,1,True,0.9925545904383474
2018-04-01,2018,4,HistGradientBoosting,3,1,False,0.9986557175455404
2018-05-01,2018,5,HistGradientBoosting,3,1,False,0.8371639325470657
2018-06-01,2018,6,HistGradientBoosting,2,2,True,0.9994472231020556
2018-07-01,2018,7,HistGradientBoosting,2,2,True,0.9997855768492274
2018-08-01,2018,8,HistGradientBoosting,2,3,False,0.8777228235389708
2018-09-01,2018,9,HistGradientBoosting,3,3,True,0.995936984478044
2018-10-01,2018,10,HistGradientBoosting,3,3,True,0.9995877478908394
2018-11-01,2018,11,HistGradientBoosting,2,3,False,0.996065289392399
2018-12-01,2018,12,HistGradientBoosting,1,1,True,0.9298077588944615
2019-01-01,2019,1,HistGradientBoosting,1,1,True,0.6919804196151667
2019-02-01,2019,2,HistGradientBoosting,1,3,False,0.6599950744099288
2019-03-01,2019,3,HistGradientBoosting,1,3,False,0.7999139537882214
2019-04-01,2019,4,HistGradientBoosting,1,1,True,0.9869176383464726
2019-05-01,2019,5,HistGradientBoosting,3,3,True,0.8006088017544637
2019-06-01,2019,6,HistGradientBoosting,2,2,True,0.8461353042039623
2019-07-01,2019,7,HistGradientBoosting,2,2,True,0.9998784898469006
2019-08-01,2019,8,HistGradientBoosting,3,2,False,0.9453503888605282
2019-09-01,2019,9,HistGradientBoosting,3,3,True,0.99925076518359
2019-10-01,2019,10,HistGradientBoosting,3,3,True,0.9852951566069866
2019-11-01,2019,11,HistGradientBoosting,3,2,False,0.6718610468399283
2019-12-01,2019,12,HistGradientBoosting,1,1,True,0.6641953928321737
2020-01-01,2020,1,HistGradientBoosting,1,1,True,0.67106090787766
2020-02-01,2020,2,HistGradientBoosting,1,1,True,0.6658488250842602
2020-03-01,2020,3,HistGradientBoosting,1,1,True,0.6859536325069476
2020-04-01,2020,4,HistGradientBoosting,3,1,False,0.642435060606236
2020-05-01,2020,5,HistGradientBoosting,2,2,True,0.4285863249165819
2020-06-01,2020,6,HistGradientBoosting,3,2,False,0.9488787599271016
2020-07-01,2020,7,HistGradientBoosting,2,2,True,0.9322875950049136
2020-08-01,2020,8,HistGradientBoosting,2,2,True,0.7719751434997183
2020-09-01,2020,9,HistGradientBoosting,3,3,True,0.6422976826588856
2020-10-01,2020,10,HistGradientBoosting,3,3,True,0.7742839653284405
2020-11-01,2020,11,HistGradientBoosting,2,3,False,0.7110193398115869
2020-12-01,2020,12,HistGradientBoosting,1,1,True,0.6657077150524412
2021-01-01,2021,1,HistGradientBoosting,1,1,True,0.980556267101797
2021-02-01,2021,2,HistGradientBoosting,1,1,True,0.728819396526273
2021-03-01,2021,3,HistGradientBoosting,1,3,False,0.7757819584812276
2021-04-01,2021,4,HistGradientBoosting,3,3,True,0.6555752420931824
2021-05-01,2021,5,HistGradientBoosting,3,2,False,0.7052255123333027
2021-06-01,2021,6,HistGradientBoosting,2,2,True,0.9794685850698942
2021-07-01,2021,7,HistGradientBoosting,2,2,True,0.9981411516057866
2021-08-01,2021,8,HistGradientBoosting,3,2,False,0.8621371073641133
2021-09-01,2021,9,HistGradientBoosting,3,2,False,0.60971964213536
2021-10-01,2021,10,HistGradientBoosting,3,3,True,0.9079807164422412
2021-11-01,2021,11,HistGradientBoosting,2,3,False,0.9697525218810532
2021-12-01,2021,12,HistGradientBoosting,1,1,True,0.9351754511051036
2022-01-01,2022,1,HistGradientBoosting,1,1,True,0.9875424610596544
2022-02-01,2022,2,HistGradientBoosting,1,1,True,0.9361661199216254
2022-03-01,2022,3,HistGradientBoosting,3,1,False,0.9980481075760592
2022-04-01,2022,4,HistGradientBoosting,3,1,False,0.9916963575007974
2022-05-01,2022,5,HistGradientBoosting,3,3,True,0.8787977659710707
2022-06-01,2022,6,HistGradientBoosting,2,2,True,0.9743432688368684
2022-07-01,2022,7,HistGradientBoosting,2,2,True,0.997957867803173
2022-08-01,2022,8,HistGradientBoosting,3,2,False,0.9921394299188911
2022-09-01,2022,9,HistGradientBoosting,3,3,True,0.9906111084435136
2022-10-01,2022,10,HistGradientBoosting,3,3,True,0.970060505597184
2022-11-01,2022,11,HistGradientBoosting,2,2,True,0.8482781983362944
2022-12-01,2022,12,HistGradientBoosting,1,1,True,0.99421336257708
2003-06-01,2003,6,Seasonal Baseline,2,2,True,0.8636363636363636
2003-07-01,2003,7,Seasonal Baseline,2,2,True,0.9090909090909092
2003-08-01,2003,8,Seasonal Baseline,3,2,False,0.6363636363636364
2003-09-01,2003,9,Seasonal Baseline,3,3,True,0.8181818181818182
2003-10-01,2003,10,Seasonal Baseline,3,3,True,0.8636363636363636
2003-11-01,2003,11,Seasonal Baseline,3,3,True,0.6363636363636364
2003-12-01,2003,12,Seasonal Baseline,3,1,False,0.5909090909090909
2004-01-01,2004,1,Seasonal Baseline,1,1,True,0.7272727272727273
2004-02-01,2004,2,Seasonal Baseline,1,1,True,0.6818181818181818
2004-03-01,2004,3,Seasonal Baseline,1,1,True,0.6363636363636364
2004-04-01,2004,4,Seasonal Baseline,1,1,True,0.6818181818181818
2004-05-01,2004,5,Seasonal Baseline,1,2,False,0.4090909090909091
2004-06-01,2004,6,Seasonal Baseline,2,2,True,0.8636363636363636
2004-07-01,2004,7,Seasonal Baseline,2,2,True,0.9090909090909092
2004-08-01,2004,8,Seasonal Baseline,3,2,False,0.6363636363636364
2004-09-01,2004,9,Seasonal Baseline,3,3,True,0.8181818181818182
2004-10-01,2004,10,Seasonal Baseline,3,3,True,0.8636363636363636
2004-11-01,2004,11,Seasonal Baseline,3,3,True,0.6363636363636364
2004-12-01,2004,12,Seasonal Baseline,3,1,False,0.5909090909090909
2005-01-01,2005,1,Seasonal Baseline,1,1,True,0.7272727272727273
2005-02-01,2005,2,Seasonal Baseline,1,1,True,0.6818181818181818
2005-03-01,2005,3,Seasonal Baseline,1,1,True,0.6363636363636364
2005-04-01,2005,4,Seasonal Baseline,1,1,True,0.6818181818181818
2005-05-01,2005,5,Seasonal Baseline,2,1,False,0.3636363636363636
2005-06-01,2005,6,Seasonal Baseline,2,2,True,0.8636363636363636
2005-07-01,2005,7,Seasonal Baseline,2,2,True,0.9090909090909092
2005-08-01,2005,8,Seasonal Baseline,3,2,False,0.6363636363636364
2005-09-01,2005,9,Seasonal Baseline,3,3,True,0.8181818181818182
2005-10-01,2005,10,Seasonal Baseline,3,3,True,0.8636363636363636
2005-11-01,2005,11,Seasonal Baseline,3,3,True,0.6363636363636364
2005-12-01,2005,12,Seasonal Baseline,1,1,True,0.5454545454545454
2006-01-01,2006,1,Seasonal Baseline,1,1,True,0.7272727272727273
2006-02-01,2006,2,Seasonal Baseline,1,1,True,0.6818181818181818
2006-03-01,2006,3,Seasonal Baseline,1,1,True,0.6363636363636364
2006-04-01,2006,4,Seasonal Baseline,1,1,True,0.6818181818181818
2006-05-01,2006,5,Seasonal Baseline,1,2,False,0.4090909090909091
2006-06-01,2006,6,Seasonal Baseline,2,2,True,0.8636363636363636
2006-07-01,2006,7,Seasonal Baseline,2,2,True,0.9090909090909092
2006-08-01,2006,8,Seasonal Baseline,2,2,True,0.5909090909090909
2006-09-01,2006,9,Seasonal Baseline,3,3,True,0.8181818181818182
2006-10-01,2006,10,Seasonal Baseline,3,3,True,0.8636363636363636
2006-11-01,2006,11,Seasonal Baseline,3,3,True,0.6363636363636364
2006-12-01,2006,12,Seasonal Baseline,3,1,False,0.5909090909090909
2007-01-01,2007,1,Seasonal Baseline,1,1,True,0.7272727272727273
2007-02-01,2007,2,Seasonal Baseline,1,1,True,0.6818181818181818
2007-03-01,2007,3,Seasonal Baseline,1,1,True,0.6363636363636364
2007-04-01,2007,4,Seasonal Baseline,1,1,True,0.6818181818181818
2007-05-01,2007,5,Seasonal Baseline,2,1,False,0.3636363636363636
2007-06-01,2007,6,Seasonal Baseline,2,2,True,0.8636363636363636
2007-07-01,2007,7,Seasonal Baseline,2,2,True,0.9090909090909092
2007-08-01,2007,8,Seasonal Baseline,2,2,True,0.5909090909090909
2007-09-01,2007,9,Seasonal Baseline,3,3,True,0.8181818181818182
2007-10-01,2007,10,Seasonal Baseline,3,3,True,0.8636363636363636
2007-11-01,2007,11,Seasonal Baseline,3,3,True,0.6363636363636364
2007-12-01,2007,12,Seasonal Baseline,1,1,True,0.5454545454545454
2008-01-01,2008,1,Seasonal Baseline,3,1,False,0.7727272727272727
2008-02-01,2008,2,Seasonal Baseline,1,1,True,0.6818181818181818
2008-03-01,2008,3,Seasonal Baseline,1,1,True,0.6363636363636364
2008-04-01,2008,4,Seasonal Baseline,1,1,True,0.6818181818181818
2008-05-01,2008,5,Seasonal Baseline,2,1,False,0.3636363636363636
2008-06-01,2008,6,Seasonal Baseline,2,2,True,0.8636363636363636
2008-07-01,2008,7,Seasonal Baseline,2,2,True,0.9090909090909092
2008-08-01,2008,8,Seasonal Baseline,3,2,False,0.6363636363636364
2008-09-01,2008,9,Seasonal Baseline,3,3,True,0.8181818181818182
2008-10-01,2008,10,Seasonal Baseline,3,3,True,0.8636363636363636
2008-11-01,2008,11,Seasonal Baseline,3,3,True,0.6363636363636364
2008-12-01,2008,12,Seasonal Baseline,1,1,True,0.5454545454545454
2009-01-01,2009,1,Seasonal Baseline,1,1,True,0.7272727272727273
2009-02-01,2009,2,Seasonal Baseline,1,1,True,0.6818181818181818
2009-03-01,2009,3,Seasonal Baseline,1,1,True,0.6363636363636364
2009-04-01,2009,4,Seasonal Baseline,1,1,True,0.6818181818181818
2009-05-01,2009,5,Seasonal Baseline,2,1,False,0.3636363636363636
2009-06-01,2009,6,Seasonal Baseline,2,2,True,0.8636363636363636
2009-07-01,2009,7,Seasonal Baseline,2,2,True,0.9090909090909092
2009-08-01,2009,8,Seasonal Baseline,2,2,True,0.5909090909090909
2009-09-01,2009,9,Seasonal Baseline,3,3,True,0.8181818181818182
2009-10-01,2009,10,Seasonal Baseline,3,3,True,0.8636363636363636
2009-11-01,2009,11,Seasonal Baseline,3,3,True,0.6363636363636364
2009-12-01,2009,12,Seasonal Baseline,1,1,True,0.5454545454545454
2010-01-01,2010,1,Seasonal Baseline,1,1,True,0.7272727272727273
2010-02-01,2010,2,Seasonal Baseline,1,1,True,0.6818181818181818
2010-03-01,2010,3,Seasonal Baseline,1,1,True,0.6363636363636364
2010-04-01,2010,4,Seasonal Baseline,1,1,True,0.6818181818181818
2010-05-01,2010,5,Seasonal Baseline,1,2,False,0.4090909090909091
2010-06-01,2010,6,Seasonal Baseline,2,2,True,0.8636363636363636
2010-07-01,2010,7,Seasonal Baseline,2,2,True,0.9090909090909092
2010-08-01,2010,8,Seasonal Baseline,2,2,True,0.5909090909090909
2010-09-01,2010,9,Seasonal Baseline,3,3,True,0.8181818181818182
2010-10-01,2010,10,Seasonal Baseline,3,3,True,0.8636363636363636
2010-11-01,2010,11,Seasonal Baseline,3,3,True,0.6363636363636364
2010-12-01,2010,12,Seasonal Baseline,3,1,False,0.5909090909090909
2011-01-01,2011,1,Seasonal Baseline,1,1,True,0.7272727272727273
2011-02-01,2011,2,Seasonal Baseline,1,1,True,0.6818181818181818
2011-03-01,2011,3,Seasonal Baseline,1,1,True,0.6363636363636364
2011-04-01,2011,4,Seasonal Baseline,1,1,True,0.6818181818181818
2011-05-01,2011,5,Seasonal Baseline,2,1,False,0.3636363636363636
2011-06-01,2011,6,Seasonal Baseline,2,2,True,0.8636363636363636
2011-07-01,2011,7,Seasonal Baseline,2,2,True,0.9090909090909092
2011-08-01,2011,8,Seasonal Baseline,2,2,True,0.5909090909090909
2011-09-01,2011,9,Seasonal Baseline,3,3,True,0.8181818181818182
2011-10-01,2011,10,Seasonal Baseline,3,3,True,0.8636363636363636
2011-11-01,2011,11,Seasonal Baseline,3,3,True,0.6363636363636364
2011-12-01,2011,12,Seasonal Baseline,1,1,True,0.5454545454545454
2012-01-01,2012,1,Seasonal Baseline,1,1,True,0.7272727272727273
2012-02-01,2012,2,Seasonal Baseline,3,1,False,0.7272727272727273
2012-03-01,2012,3,Seasonal Baseline,3,1,False,0.6818181818181818
2012-04-01,2012,4,Seasonal Baseline,1,1,True,0.6818181818181818
2012-05-01,2012,5,Seasonal Baseline,1,2,False,0.4090909090909091
2012-06-01,2012,6,Seasonal Baseline,2,2,True,0.8636363636363636
2012-07-01,2012,7,Seasonal Baseline,2,2,True,0.9090909090909092
2012-08-01,2012,8,Seasonal Baseline,2,2,True,0.5909090909090909
2012-09-01,2012,9,Seasonal Baseline,3,3,True,0.8181818181818182
2012-10-01,2012,10,Seasonal Baseline,3,3,True,0.8636363636363636
2012-11-01,2012,11,Seasonal Baseline,3,3,True,0.6363636363636364
2012-12-01,2012,12,Seasonal Baseline,3,1,False,0.5909090909090909
2013-01-01,2013,1,Seasonal Baseline,1,1,True,0.7272727272727273
2013-02-01,2013,2,Seasonal Baseline,3,1,False,0.7272727272727273
2013-03-01,2013,3,Seasonal Baseline,3,1,False,0.6818181818181818
2013-04-01,2013,4,Seasonal Baseline,1,1,True,0.6818181818181818
2013-05-01,2013,5,Seasonal Baseline,1,2,False,0.4090909090909091
2013-06-01,2013,6,Seasonal Baseline,2,2,True,0.8636363636363636
2013-07-01,2013,7,Seasonal Baseline,2,2,True,0.9090909090909092
2013-08-01,2013,8,Seasonal Baseline,2,2,True,0.5909090909090909
2013-09-01,2013,9,Seasonal Baseline,3,3,True,0.8181818181818182
2013-10-01,2013,10,Seasonal Baseline,3,3,True,0.8636363636363636
2013-11-01,2013,11,Seasonal Baseline,3,3,True,0.6363636363636364
2013-12-01,2013,12,Seasonal Baseline,3,1,False,0.5909090909090909
2014-01-01,2014,1,Seasonal Baseline,3,1,False,0.7727272727272727
2014-02-01,2014,2,Seasonal Baseline,3,1,False,0.7272727272727273
2014-03-01,2014,3,Seasonal Baseline,3,1,False,0.6818181818181818
2014-04-01,2014,4,Seasonal Baseline,1,1,True,0.6818181818181818
2014-05-01,2014,5,Seasonal Baseline,1,2,False,0.4090909090909091
2014-06-01,2014,6,Seasonal Baseline,2,2,True,0.8636363636363636
2014-07-01,2014,7,Seasonal Baseline,2,2,True,0.9090909090909092
2014-08-01,2014,8,Seasonal Baseline,2,2,True,0.5909090909090909
2014-09-01,2014,9,Seasonal Baseline,2,3,False,0.8636363636363636
2014-10-01,2014,10,Seasonal Baseline,3,3,True,0.8636363636363636
2014-11-01,2014,11,Seasonal Baseline,3,3,True,0.6363636363636364
2014-12-01,2014,12,Seasonal Baseline,3,1,False,0.5909090909090909
2015-01-01,2015,1,Seasonal Baseline,3,1,False,0.7727272727272727
2015-02-01,2015,2,Seasonal Baseline,3,1,False,0.7272727272727273
2015-03-01,2015,3,Seasonal Baseline,3,1,False,0.6818181818181818
2015-04-01,2015,4,Seasonal Baseline,1,1,True,0.6818181818181818
2015-05-01,2015,5,Seasonal Baseline,2,1,False,0.3636363636363636
2015-06-01,2015,6,Seasonal Baseline,2,2,True,0.8636363636363636
2015-07-01,2015,7,Seasonal Baseline,2,2,True,0.9090909090909092
2015-08-01,2015,8,Seasonal Baseline,2,2,True,0.5909090909090909
2015-09-01,2015,9,Seasonal Baseline,3,3,True,0.8181818181818182
2015-10-01,2015,10,Seasonal Baseline,3,3,True,0.8636363636363636
2015-11-01,2015,11,Seasonal Baseline,3,3,True,0.6363636363636364
2015-12-01,2015,12,Seasonal Baseline,3,1,False,0.5909090909090909
2016-01-01,2016,1,Seasonal Baseline,3,1,False,0.7727272727272727
2016-02-01,2016,2,Seasonal Baseline,3,1,False,0.7272727272727273
2016-03-01,2016,3,Seasonal Baseline,3,1,False,0.6818181818181818
2016-04-01,2016,4,Seasonal Baseline,3,1,False,0.7272727272727273
2016-05-01,2016,5,Seasonal Baseline,1,2,False,0.4090909090909091
2016-06-01,2016,6,Seasonal Baseline,2,2,True,0.8636363636363636
2016-07-01,2016,7,Seasonal Baseline,2,2,True,0.9090909090909092
2016-08-01,2016,8,Seasonal Baseline,2,2,True,0.5909090909090909
2016-09-01,2016,9,Seasonal Baseline,2,3,False,0.8636363636363636
2016-10-01,2016,10,Seasonal Baseline,3,3,True,0.8636363636363636
2016-11-01,2016,11,Seasonal Baseline,2,3,False,0.6818181818181818
2016-12-01,2016,12,Seasonal Baseline,1,1,True,0.5454545454545454
2017-01-01,2017,1,Seasonal Baseline,1,1,True,0.7272727272727273
2017-02-01,2017,2,Seasonal Baseline,1,1,True,0.6818181818181818
2017-03-01,2017,3,Seasonal Baseline,1,1,True,0.6363636363636364
2017-04-01,2017,4,Seasonal Baseline,1,1,True,0.6818181818181818
2017-05-01,2017,5,Seasonal Baseline,3,2,False,0.4090909090909091
2017-06-01,2017,6,Seasonal Baseline,2,2,True,0.8636363636363636
2017-07-01,2017,7,Seasonal Baseline,2,2,True,0.9090909090909092
2017-08-01,2017,8,Seasonal Baseline,2,2,True,0.5909090909090909
2017-09-01,2017,9,Seasonal Baseline,3,3,True,0.8181818181818182
2017-10-01,2017,10,Seasonal Baseline,2,3,False,0.9090909090909092
2017-11-01,2017,11,Seasonal Baseline,2,3,False,0.6818181818181818
2017-12-01,2017,12,Seasonal Baseline,1,1,True,0.5454545454545454
2018-01-01,2018,1,Seasonal Baseline,1,1,True,0.7272727272727273
2018-02-01,2018,2,Seasonal Baseline,1,1,True,0.6818181818181818
2018-03-01,2018,3,Seasonal Baseline,1,1,True,0.6363636363636364
2018-04-01,2018,4,Seasonal Baseline,3,1,False,0.7272727272727273
2018-05-01,2018,5,Seasonal Baseline,3,2,False,0.4090909090909091
2018-06-01,2018,6,Seasonal Baseline,2,2,True,0.8636363636363636
2018-07-01,2018,7,Seasonal Baseline,2,2,True,0.9090909090909092
2018-08-01,2018,8,Seasonal Baseline,2,2,True,0.5909090909090909
2018-09-01,2018,9,Seasonal Baseline,3,3,True,0.8181818181818182
2018-10-01,2018,10,Seasonal Baseline,3,3,True,0.8636363636363636
2018-11-01,2018,11,Seasonal Baseline,2,3,False,0.6818181818181818
2018-12-01,2018,12,Seasonal Baseline,1,1,True,0.5454545454545454
2019-01-01,2019,1,Seasonal Baseline,1,1,True,0.7272727272727273
2019-02-01,2019,2,Seasonal Baseline,1,1,True,0.6818181818181818
2019-03-01,2019,3,Seasonal Baseline,1,1,True,0.6363636363636364
2019-04-01,2019,4,Seasonal Baseline,1,1,True,0.6818181818181818
2019-05-01,2019,5,Seasonal Baseline,3,2,False,0.4090909090909091
2019-06-01,2019,6,Seasonal Baseline,2,2,True,0.8636363636363636
2019-07-01,2019,7,Seasonal Baseline,2,2,True,0.9090909090909092
2019-08-01,2019,8,Seasonal Baseline,3,2,False,0.6363636363636364
2019-09-01,2019,9,Seasonal Baseline,3,3,True,0.8181818181818182
