Model,State,Threshold,TP,FN,FP,TN,Sensitivity,Specificity,Precision,F1,Youden_J,Predicted_Positive_Rate
TCN,1,0.5800000000000001,48,27,18,142,0.64,0.8875,0.7272727272727273,0.6808510638297872,0.5274999999999999,0.28085106382978725
TCN,1,0.59,46,29,18,142,0.6133333333333333,0.8875,0.71875,0.6618705035971223,0.5008333333333332,0.2723404255319149
TCN,1,0.6,45,30,18,142,0.6,0.8875,0.7142857142857143,0.6521739130434783,0.4874999999999998,0.2680851063829787
TCN,1,0.61,45,30,17,143,0.6,0.89375,0.7258064516129032,0.6569343065693432,0.4937499999999999,0.26382978723404255
TCN,1,0.62,44,31,17,143,0.5866666666666667,0.89375,0.7213114754098361,0.6470588235294118,0.4804166666666667,0.25957446808510637
TCN,1,0.63,43,32,17,143,0.5733333333333334,0.89375,0.7166666666666667,0.6370370370370371,0.4670833333333335,0.2553191489361702
TCN,1,0.64,41,34,17,143,0.5466666666666666,0.89375,0.7068965517241379,0.6165413533834586,0.4404166666666667,0.24680851063829787
TCN,1,0.65,40,35,17,143,0.5333333333333333,0.89375,0.7017543859649122,0.6060606060606061,0.4270833333333335,0.2425531914893617
TCN,1,0.66,38,37,17,143,0.5066666666666667,0.89375,0.6909090909090909,0.5846153846153845,0.40041666666666664,0.23404255319148937
TCN,1,0.67,36,39,16,144,0.48,0.9,0.6923076923076923,0.5669291338582677,0.3799999999999999,0.22127659574468084
TCN,1,0.68,36,39,16,144,0.48,0.9,0.6923076923076923,0.5669291338582677,0.3799999999999999,0.22127659574468084
TCN,1,0.6900000000000001,34,41,16,144,0.4533333333333333,0.9,0.68,0.544,0.3533333333333333,0.2127659574468085
TCN,1,0.7000000000000001,33,42,16,144,0.44,0.9,0.673469387755102,0.532258064516129,0.3400000000000001,0.20851063829787234
TCN,1,0.7100000000000001,29,46,15,145,0.38666666666666666,0.90625,0.6590909090909091,0.48739495798319327,0.2929166666666667,0.18723404255319148
TCN,1,0.72,29,46,15,145,0.38666666666666666,0.90625,0.6590909090909091,0.48739495798319327,0.2929166666666667,0.18723404255319148
TCN,1,0.73,29,46,15,145,0.38666666666666666,0.90625,0.6590909090909091,0.48739495798319327,0.2929166666666667,0.18723404255319148
TCN,1,0.74,28,47,15,145,0.37333333333333335,0.90625,0.6511627906976745,0.4745762711864407,0.2795833333333333,0.1829787234042553
TCN,1,0.75,25,50,15,145,0.3333333333333333,0.90625,0.625,0.43478260869565216,0.23958333333333326,0.1702127659574468
TCN,1,0.76,23,52,15,145,0.30666666666666664,0.90625,0.6052631578947368,0.4070796460176991,0.21291666666666664,0.16170212765957448
TCN,1,0.77,23,52,14,146,0.30666666666666664,0.9125,0.6216216216216216,0.41071428571428564,0.21916666666666673,0.1574468085106383
TCN,1,0.78,20,55,13,147,0.26666666666666666,0.91875,0.6060606060606061,0.37037037037037035,0.18541666666666656,0.14042553191489363
TCN,1,0.79,19,56,12,148,0.25333333333333335,0.925,0.6129032258064516,0.3584905660377359,0.17833333333333345,0.13191489361702127
TCN,1,0.8,19,56,11,149,0.25333333333333335,0.93125,0.6333333333333333,0.3619047619047619,0.18458333333333332,0.1276595744680851
TCN,1,0.81,19,56,10,150,0.25333333333333335,0.9375,0.6551724137931034,0.36538461538461536,0.1908333333333334,0.12340425531914893
TCN,1,0.8200000000000001,19,56,9,151,0.25333333333333335,0.94375,0.6785714285714286,0.36893203883495146,0.19708333333333328,0.11914893617021277
TCN,1,0.8300000000000001,19,56,8,152,0.25333333333333335,0.95,0.7037037037037037,0.37254901960784315,0.20333333333333337,0.1148936170212766
TCN,1,0.8400000000000001,16,59,8,152,0.21333333333333335,0.95,0.6666666666666666,0.3232323232323232,0.16333333333333333,0.10212765957446808
TCN,1,0.85,14,61,7,153,0.18666666666666668,0.95625,0.6666666666666666,0.2916666666666667,0.1429166666666668,0.08936170212765958
TCN,1,0.86,13,62,7,153,0.17333333333333334,0.95625,0.65,0.2736842105263158,0.12958333333333338,0.0851063829787234
TCN,1,0.87,13,62,5,155,0.17333333333333334,0.96875,0.7222222222222222,0.27956989247311825,0.14208333333333334,0.07659574468085106
TCN,1,0.88,12,63,5,155,0.16,0.96875,0.7058823529411765,0.2608695652173913,0.12874999999999992,0.07234042553191489
TCN,1,0.89,11,64,4,156,0.14666666666666667,0.975,0.7333333333333333,0.24444444444444444,0.12166666666666659,0.06382978723404255
TCN,1,0.9,11,64,4,156,0.14666666666666667,0.975,0.7333333333333333,0.24444444444444444,0.12166666666666659,0.06382978723404255
TCN,1,0.91,9,66,3,157,0.12,0.98125,0.75,0.20689655172413793,0.10124999999999984,0.05106382978723404
TCN,1,0.92,8,67,3,157,0.10666666666666667,0.98125,0.7272727272727273,0.186046511627907,0.08791666666666664,0.04680851063829787
TCN,1,0.93,6,69,2,158,0.08,0.9875,0.75,0.14457831325301204,0.06750000000000012,0.03404255319148936
TCN,1,0.9400000000000001,6,69,2,158,0.08,0.9875,0.75,0.14457831325301204,0.06750000000000012,0.03404255319148936
TCN,1,0.9500000000000001,5,70,2,158,0.06666666666666667,0.9875,0.7142857142857143,0.12195121951219512,0.054166666666666696,0.029787234042553193
TCN,1,0.9600000000000001,3,72,1,159,0.04,0.99375,0.75,0.07594936708860758,0.03374999999999995,0.01702127659574468
TCN,1,0.97,3,72,0,160,0.04,1.0,1.0,0.07692307692307693,0.040000000000000036,0.01276595744680851
TCN,1,0.98,2,73,0,160,0.02666666666666667,1.0,1.0,0.05194805194805195,0.026666666666666616,0.00851063829787234
TCN,1,0.99,0,75,0,160,0.0,1.0,,,0.0,0.0
TCN,2,0.01,68,0,142,25,1.0,0.1497005988023952,0.3238095238095238,0.4892086330935252,0.14970059880239517,0.8936170212765957
TCN,2,0.02,68,0,125,42,1.0,0.25149700598802394,0.35233160621761656,0.5210727969348659,0.25149700598802394,0.8212765957446808
TCN,2,0.03,68,0,112,55,1.0,0.32934131736526945,0.37777777777777777,0.5483870967741935,0.3293413173652695,0.7659574468085106
TCN,2,0.04,67,1,100,67,0.9852941176470589,0.40119760479041916,0.40119760479041916,0.5702127659574469,0.386491722437478,0.7106382978723405
TCN,2,0.05,66,2,90,77,0.9705882352941176,0.46107784431137727,0.4230769230769231,0.5892857142857143,0.43166607960549497,0.6638297872340425
TCN,2,0.060000000000000005,66,2,83,84,0.9705882352941176,0.5029940119760479,0.4429530201342282,0.6082949308755761,0.4735822472701656,0.6340425531914894
TCN,2,0.06999999999999999,66,2,78,89,0.9705882352941176,0.5329341317365269,0.4583333333333333,0.6226415094339622,0.5035223670306446,0.6127659574468085
TCN,2,0.08,66,2,73,94,0.9705882352941176,0.562874251497006,0.4748201438848921,0.6376811594202898,0.5334624867911235,0.5914893617021276
TCN,2,0.09,66,2,68,99,0.9705882352941176,0.592814371257485,0.4925373134328358,0.6534653465346534,0.5634026065516027,0.5702127659574469
TCN,2,0.09999999999999999,65,3,67,100,0.9558823529411765,0.5988023952095808,0.49242424242424243,0.65,0.5546847481507573,0.5617021276595745
TCN,2,0.11,65,3,63,104,0.9558823529411765,0.6227544910179641,0.5078125,0.6632653061224489,0.5786368439591407,0.5446808510638298
TCN,2,0.12,65,3,59,108,0.9558823529411765,0.6467065868263473,0.5241935483870968,0.6770833333333334,0.6025889397675237,0.5276595744680851
TCN,2,0.13,65,3,57,110,0.9558823529411765,0.6586826347305389,0.5327868852459017,0.6842105263157895,0.6145649876717154,0.5191489361702127
TCN,2,0.14,65,3,50,117,0.9558823529411765,0.7005988023952096,0.5652173913043478,0.7103825136612021,0.6564811553363861,0.48936170212765956
TCN,2,0.15000000000000002,65,3,48,119,0.9558823529411765,0.7125748502994012,0.5752212389380531,0.7182320441988951,0.6684572032405778,0.4808510638297872
TCN,2,0.16,65,3,46,121,0.9558823529411765,0.7245508982035929,0.5855855855855856,0.7262569832402236,0.6804332511447693,0.4723404255319149
TCN,2,0.17,65,3,45,122,0.9558823529411765,0.7305389221556886,0.5909090909090909,0.7303370786516855,0.686421275096865,0.46808510638297873
TCN,2,0.18000000000000002,65,3,42,125,0.9558823529411765,0.7485029940119761,0.6074766355140186,0.7428571428571429,0.7043853469531527,0.4553191489361702
TCN,2,0.19,65,3,39,128,0.9558823529411765,0.7664670658682635,0.625,0.755813953488372,0.7223494188094399,0.4425531914893617
TCN,2,0.2,65,3,38,129,0.9558823529411765,0.7724550898203593,0.6310679611650486,0.760233918128655,0.7283374427615357,0.43829787234042555
TCN,2,0.21000000000000002,65,3,36,131,0.9558823529411765,0.7844311377245509,0.6435643564356436,0.7692307692307693,0.7403134906657274,0.4297872340425532
TCN,2,0.22,65,3,35,132,0.9558823529411765,0.7904191616766467,0.65,0.7738095238095238,0.7463015146178233,0.425531914893617
TCN,2,0.23,65,3,34,133,0.9558823529411765,0.7964071856287425,0.6565656565656566,0.778443113772455,0.7522895385699191,0.42127659574468085
TCN,2,0.24000000000000002,65,3,34,133,0.9558823529411765,0.7964071856287425,0.6565656565656566,0.778443113772455,0.7522895385699191,0.42127659574468085
TCN,2,0.25,65,3,34,133,0.9558823529411765,0.7964071856287425,0.6565656565656566,0.778443113772455,0.7522895385699191,0.42127659574468085
TCN,2,0.26,65,3,33,134,0.9558823529411765,0.8023952095808383,0.6632653061224489,0.783132530120482,0.7582775625220148,0.41702127659574467
TCN,2,0.27,65,3,32,135,0.9558823529411765,0.8083832335329342,0.6701030927835051,0.7878787878787878,0.7642655864741106,0.4127659574468085
TCN,2,0.28,65,3,32,135,0.9558823529411765,0.8083832335329342,0.6701030927835051,0.7878787878787878,0.7642655864741106,0.4127659574468085
TCN,2,0.29000000000000004,63,5,32,135,0.9264705882352942,0.8083832335329342,0.6631578947368421,0.773006134969325,0.7348538217682283,0.40425531914893614
TCN,2,0.3,62,6,29,138,0.9117647058823529,0.8263473053892215,0.6813186813186813,0.7798742138364779,0.7381120112715744,0.3872340425531915
TCN,2,0.31,62,6,27,140,0.9117647058823529,0.8383233532934131,0.6966292134831461,0.7898089171974523,0.7500880591757659,0.37872340425531914
TCN,2,0.32,62,6,27,140,0.9117647058823529,0.8383233532934131,0.6966292134831461,0.7898089171974523,0.7500880591757659,0.37872340425531914
TCN,2,0.33,62,6,27,140,0.9117647058823529,0.8383233532934131,0.6966292134831461,0.7898089171974523,0.7500880591757659,0.37872340425531914
TCN,2,0.34,62,6,25,142,0.9117647058823529,0.8502994011976048,0.7126436781609196,0.7999999999999999,0.7620641070799579,0.3702127659574468
TCN,2,0.35000000000000003,62,6,23,144,0.9117647058823529,0.8622754491017964,0.7294117647058823,0.8104575163398693,0.7740401549841494,0.3617021276595745
TCN,2,0.36000000000000004,62,6,22,145,0.9117647058823529,0.8682634730538922,0.7380952380952381,0.8157894736842106,0.7800281789362451,0.3574468085106383
TCN,2,0.37,62,6,21,146,0.9117647058823529,0.874251497005988,0.7469879518072289,0.8211920529801324,0.7860162028883408,0.35319148936170214
TCN,2,0.38,62,6,21,146,0.9117647058823529,0.874251497005988,0.7469879518072289,0.8211920529801324,0.7860162028883408,0.35319148936170214
TCN,2,0.39,61,7,21,146,0.8970588235294118,0.874251497005988,0.7439024390243902,0.8133333333333334,0.7713103205353997,0.34893617021276596
TCN,2,0.4,61,7,20,147,0.8970588235294118,0.8802395209580839,0.7530864197530864,0.8187919463087249,0.7772983444874957,0.3446808510638298
TCN,2,0.41000000000000003,60,8,20,147,0.8823529411764706,0.8802395209580839,0.75,0.8108108108108107,0.7625924621345543,0.3404255319148936
TCN,2,0.42000000000000004,60,8,19,148,0.8823529411764706,0.8862275449101796,0.759493670886076,0.8163265306122449,0.7685804860866501,0.33617021276595743
TCN,2,0.43,59,9,18,149,0.8676470588235294,0.8922155688622755,0.7662337662337663,0.8137931034482758,0.7598626276858049,0.3276595744680851
TCN,2,0.44,58,10,18,149,0.8529411764705882,0.8922155688622755,0.7631578947368421,0.8055555555555555,0.7451567453328636,0.32340425531914896
TCN,2,0.45,58,10,18,149,0.8529411764705882,0.8922155688622755,0.7631578947368421,0.8055555555555555,0.7451567453328636,0.32340425531914896
TCN,2,0.46,57,11,18,149,0.8382352941176471,0.8922155688622755,0.76,0.7972027972027973,0.7304508629799225,0.3191489361702128
TCN,2,0.47000000000000003,57,11,17,150,0.8382352941176471,0.8982035928143712,0.7702702702702703,0.8028169014084507,0.7364388869320182,0.3148936170212766
TCN,2,0.48000000000000004,57,11,17,150,0.8382352941176471,0.8982035928143712,0.7702702702702703,0.8028169014084507,0.7364388869320182,0.3148936170212766
TCN,2,0.49,56,12,17,150,0.8235294117647058,0.8982035928143712,0.7671232876712328,0.7943262411347518,0.7217330045790771,0.31063829787234043
TCN,2,0.5,56,12,16,151,0.8235294117647058,0.9041916167664671,0.7777777777777778,0.7999999999999999,0.7277210285311728,0.30638297872340425
TCN,2,0.51,56,12,16,151,0.8235294117647058,0.9041916167664671,0.7777777777777778,0.7999999999999999,0.7277210285311728,0.30638297872340425
TCN,2,0.52,56,12,15,152,0.8235294117647058,0.9101796407185628,0.7887323943661971,0.8057553956834531,0.7337090524832686,0.3021276595744681
TCN,2,0.53,56,12,14,153,0.8235294117647058,0.9161676646706587,0.8,0.8115942028985507,0.7396970764353645,0.2978723404255319
TCN,2,0.54,56,12,12,155,0.8235294117647058,0.9281437125748503,0.8235294117647058,0.8235294117647058,0.7516731243395562,0.28936170212765955
TCN,2,0.55,56,12,12,155,0.8235294117647058,0.9281437125748503,0.8235294117647058,0.8235294117647058,0.7516731243395562,0.28936170212765955
TCN,2,0.56,56,12,11,156,0.8235294117647058,0.9341317365269461,0.835820895522388,0.8296296296296296,0.757661148291652,0.2851063829787234
TCN,2,0.5700000000000001,56,12,11,156,0.8235294117647058,0.9341317365269461,0.835820895522388,0.8296296296296296,0.757661148291652,0.2851063829787234
TCN,2,0.5800000000000001,56,12,10,157,0.8235294117647058,0.9401197604790419,0.8484848484848485,0.8358208955223881,0.7636491722437477,0.28085106382978725
TCN,2,0.59,55,13,10,157,0.8088235294117647,0.9401197604790419,0.8461538461538461,0.8270676691729324,0.7489432898908066,0.2765957446808511
TCN,2,0.6,55,13,10,157,0.8088235294117647,0.9401197604790419,0.8461538461538461,0.8270676691729324,0.7489432898908066,0.2765957446808511
TCN,2,0.61,53,15,10,157,0.7794117647058824,0.9401197604790419,0.8412698412698413,0.8091603053435115,0.7195315251849244,0.2680851063829787
TCN,2,0.62,53,15,9,158,0.7794117647058824,0.9461077844311377,0.8548387096774194,0.8153846153846154,0.7255195491370201,0.26382978723404255
TCN,2,0.63,53,15,9,158,0.7794117647058824,0.9461077844311377,0.8548387096774194,0.8153846153846154,0.7255195491370201,0.26382978723404255
TCN,2,0.64,53,15,8,159,0.7794117647058824,0.9520958083832335,0.8688524590163934,0.8217054263565892,0.7315075730891158,0.25957446808510637
TCN,2,0.65,53,15,8,159,0.7794117647058824,0.9520958083832335,0.8688524590163934,0.8217054263565892,0.7315075730891158,0.25957446808510637
TCN,2,0.66,53,15,8,159,0.7794117647058824,0.9520958083832335,0.8688524590163934,0.8217054263565892,0.7315075730891158,0.25957446808510637
TCN,2,0.67,51,17,8,159,0.75,0.9520958083832335,0.864406779661017,0.8031496062992127,0.7020958083832336,0.251063829787234
TCN,2,0.68,49,19,8,159,0.7205882352941176,0.9520958083832335,0.8596491228070176,0.7839999999999999,0.6726840436773511,0.2425531914893617
TCN,2,0.6900000000000001,49,19,8,159,0.7205882352941176,0.9520958083832335,0.8596491228070176,0.7839999999999999,0.6726840436773511,0.2425531914893617
TCN,2,0.7000000000000001,48,20,8,159,0.7058823529411765,0.9520958083832335,0.8571428571428571,0.7741935483870968,0.65797816132441,0.23829787234042554
TCN,2,0.7100000000000001,47,21,8,159,0.6911764705882353,0.9520958083832335,0.8545454545454545,0.7642276422764227,0.6432722789714687,0.23404255319148937
TCN,2,0.72,45,23,8,159,0.6617647058823529,0.9520958083832335,0.8490566037735849,0.7438016528925621,0.6138605142655864,0.225531914893617
TCN,2,0.73,45,23,7,160,0.6617647058823529,0.9580838323353293,0.8653846153846154,0.75,0.6198485382176822,0.22127659574468084
TCN,2,0.74,45,23,7,160,0.6617647058823529,0.9580838323353293,0.8653846153846154,0.75,0.6198485382176822,0.22127659574468084
TCN,2,0.75,45,23,7,160,0.6617647058823529,0.9580838323353293,0.8653846153846154,0.75,0.6198485382176822,0.22127659574468084
TCN,2,0.76,43,25,7,160,0.6323529411764706,0.9580838323353293,0.86,0.728813559322034,0.5904367735117999,0.2127659574468085
TCN,2,0.77,42,26,7,160,0.6176470588235294,0.9580838323353293,0.8571428571428571,0.717948717948718,0.5757308911588588,0.20851063829787234
TCN,2,0.78,41,27,6,161,0.6029411764705882,0.9640718562874252,0.8723404255319149,0.7130434782608696,0.5670130327580134,0.2
TCN,2,0.79,40,28,4,163,0.5882352941176471,0.9760479041916168,0.9090909090909091,0.7142857142857143,0.5642831983092638,0.18723404255319148
TCN,2,0.8,40,28,4,163,0.5882352941176471,0.9760479041916168,0.9090909090909091,0.7142857142857143,0.5642831983092638,0.18723404255319148
TCN,2,0.81,39,29,4,163,0.5735294117647058,0.9760479041916168,0.9069767441860465,0.7027027027027025,0.5495773159563226,0.1829787234042553
TCN,2,0.8200000000000001,38,30,3,164,0.5588235294117647,0.9820359281437125,0.926829268292683,0.6972477064220183,0.5408594575554773,0.17446808510638298
TCN,2,0.8300000000000001,38,30,3,164,0.5588235294117647,0.9820359281437125,0.926829268292683,0.6972477064220183,0.5408594575554773,0.17446808510638298
TCN,2,0.8400000000000001,38,30,3,164,0.5588235294117647,0.9820359281437125,0.926829268292683,0.6972477064220183,0.5408594575554773,0.17446808510638298
TCN,2,0.85,36,32,3,164,0.5294117647058824,0.9820359281437125,0.9230769230769231,0.6728971962616822,0.511447692849595,0.16595744680851063
TCN,2,0.86,34,34,3,164,0.5,0.9820359281437125,0.918918918918919,0.6476190476190476,0.48203592814371254,0.1574468085106383
TCN,2,0.87,33,35,3,164,0.4852941176470588,0.9820359281437125,0.9166666666666666,0.6346153846153846,0.4673300457907714,0.15319148936170213
TCN,2,0.88,32,36,3,164,0.47058823529411764,0.9820359281437125,0.9142857142857143,0.6213592233009708,0.4526241634378301,0.14893617021276595
TCN,2,0.89,31,37,2,165,0.45588235294117646,0.9880239520958084,0.9393939393939394,0.6138613861386139,0.4439063050369849,0.14042553191489363
TCN,2,0.9,28,40,2,165,0.4117647058823529,0.9880239520958084,0.9333333333333333,0.5714285714285713,0.3997886579781613,0.1276595744680851
TCN,2,0.91,25,43,1,166,0.36764705882352944,0.9940119760479041,0.9615384615384616,0.5319148936170213,0.3616590348714337,0.11063829787234042
TCN,2,0.92,25,43,1,166,0.36764705882352944,0.9940119760479041,0.9615384615384616,0.5319148936170213,0.3616590348714337,0.11063829787234042
TCN,2,0.93,22,46,1,166,0.3235294117647059,0.9940119760479041,0.9565217391304348,0.4835164835164836,0.3175413878126101,0.09787234042553192
TCN,2,0.9400000000000001,15,53,0,167,0.22058823529411764,1.0,1.0,0.36144578313253006,0.22058823529411775,0.06382978723404255
TCN,2,0.9500000000000001,14,54,0,167,0.20588235294117646,1.0,1.0,0.34146341463414637,0.2058823529411764,0.059574468085106386
TCN,2,0.9600000000000001,12,56,0,167,0.17647058823529413,1.0,1.0,0.3,0.17647058823529416,0.05106382978723404
TCN,2,0.97,10,58,0,167,0.14705882352941177,1.0,1.0,0.25641025641025644,0.1470588235294117,0.0425531914893617
TCN,2,0.98,4,64,0,167,0.058823529411764705,1.0,1.0,0.1111111111111111,0.05882352941176472,0.01702127659574468
TCN,2,0.99,3,65,0,167,0.04411764705882353,1.0,1.0,0.08450704225352113,0.044117647058823595,0.01276595744680851
TCN,3,0.01,92,0,140,3,1.0,0.02097902097902098,0.39655172413793105,0.5679012345679012,0.020979020979021046,0.9872340425531915
TCN,3,0.02,90,2,133,10,0.9782608695652174,0.06993006993006994,0.40358744394618834,0.5714285714285715,0.0481909394952873,0.948936170212766
TCN,3,0.03,90,2,125,18,0.9782608695652174,0.1258741258741259,0.4186046511627907,0.5863192182410424,0.10413499543934335,0.9148936170212766
TCN,3,0.04,89,3,120,23,0.967391304347826,0.16083916083916083,0.4258373205741627,0.5913621262458472,0.128230465186987,0.8893617021276595
TCN,3,0.05,89,3,115,28,0.967391304347826,0.1958041958041958,0.4362745098039216,0.6013513513513514,0.16319550015202178,0.8680851063829788
TCN,3,0.060000000000000005,87,5,109,34,0.9456521739130435,0.23776223776223776,0.44387755102040816,0.6041666666666666,0.18341441167528116,0.8340425531914893
TCN,3,0.06999999999999999,87,5,104,39,0.9456521739130435,0.2727272727272727,0.45549738219895286,0.6148409893992933,0.21837944664031617,0.8127659574468085
TCN,3,0.08,85,7,98,45,0.9239130434782609,0.3146853146853147,0.4644808743169399,0.6181818181818183,0.23859835816357555,0.7787234042553192
TCN,3,0.09,82,10,95,48,0.8913043478260869,0.3356643356643357,0.4632768361581921,0.6096654275092936,0.22696868349042254,0.7531914893617021
TCN,3,0.09999999999999999,82,10,92,51,0.8913043478260869,0.35664335664335667,0.47126436781609193,0.6165413533834586,0.24794770446944359,0.7404255319148936
TCN,3,0.11,80,12,90,53,0.8695652173913043,0.3706293706293706,0.47058823529411764,0.6106870229007634,0.24019458802067506,0.723404255319149
TCN,3,0.12,80,12,86,57,0.8695652173913043,0.3986013986013986,0.4819277108433735,0.6201550387596898,0.268166615992703,0.7063829787234043
TCN,3,0.13,76,16,83,60,0.8260869565217391,0.4195804195804196,0.4779874213836478,0.6055776892430279,0.24566737610215883,0.676595744680851
TCN,3,0.14,75,17,79,64,0.8152173913043478,0.44755244755244755,0.487012987012987,0.6097560975609756,0.2627698388567954,0.6553191489361702
TCN,3,0.15000000000000002,73,19,75,68,0.7934782608695652,0.4755244755244755,0.49324324324324326,0.6083333333333334,0.2690027363940408,0.6297872340425532
TCN,3,0.16,71,21,70,73,0.7717391304347826,0.5104895104895105,0.5035460992907801,0.6094420600858368,0.2822286409242931,0.6
TCN,3,0.17,70,22,67,76,0.7608695652173914,0.5314685314685315,0.5109489051094891,0.611353711790393,0.2923380966859228,0.5829787234042553
TCN,3,0.18000000000000002,70,22,66,77,0.7608695652173914,0.5384615384615384,0.5147058823529411,0.6140350877192983,0.2993311036789299,0.5787234042553191
TCN,3,0.19,70,22,66,77,0.7608695652173914,0.5384615384615384,0.5147058823529411,0.6140350877192983,0.2993311036789299,0.5787234042553191
TCN,3,0.2,69,23,63,80,0.75,0.5594405594405595,0.5227272727272727,0.6160714285714286,0.3094405594405596,0.5617021276595745
TCN,3,0.21000000000000002,69,23,62,81,0.75,0.5664335664335665,0.5267175572519084,0.6188340807174889,0.31643356643356646,0.5574468085106383
TCN,3,0.22,69,23,58,85,0.75,0.5944055944055944,0.5433070866141733,0.6301369863013699,0.3444055944055944,0.5404255319148936
TCN,3,0.23,69,23,57,86,0.75,0.6013986013986014,0.5476190476190477,0.6330275229357799,0.35139860139860124,0.5361702127659574
TCN,3,0.24000000000000002,69,23,55,88,0.75,0.6153846153846154,0.5564516129032258,0.6388888888888888,0.3653846153846154,0.5276595744680851
TCN,3,0.25,68,24,52,91,0.7391304347826086,0.6363636363636364,0.5666666666666667,0.6415094339622641,0.3754940711462451,0.5106382978723404
TCN,3,0.26,68,24,46,97,0.7391304347826086,0.6783216783216783,0.5964912280701754,0.6601941747572816,0.417452113104287,0.4851063829787234
TCN,3,0.27,68,24,45,98,0.7391304347826086,0.6853146853146853,0.6017699115044248,0.6634146341463414,0.42444512009729385,0.4808510638297872
TCN,3,0.28,68,24,44,99,0.7391304347826086,0.6923076923076923,0.6071428571428571,0.6666666666666666,0.43143812709030094,0.4765957446808511
TCN,3,0.29000000000000004,67,25,42,101,0.7282608695652174,0.7062937062937062,0.6146788990825688,0.6666666666666666,0.43455457585892354,0.46382978723404256
TCN,3,0.3,67,25,39,104,0.7282608695652174,0.7272727272727273,0.6320754716981132,0.6767676767676767,0.4555335968379448,0.451063829787234
TCN,3,0.31,67,25,35,108,0.7282608695652174,0.7552447552447552,0.6568627450980392,0.6907216494845361,0.4835056248099727,0.4340425531914894
TCN,3,0.32,67,25,31,112,0.7282608695652174,0.7832167832167832,0.6836734693877551,0.7052631578947369,0.5114776527820006,0.41702127659574467
TCN,3,0.33,67,25,30,113,0.7282608695652174,0.7902097902097902,0.6907216494845361,0.7089947089947088,0.5184706597750077,0.4127659574468085
TCN,3,0.34,67,25,29,114,0.7282608695652174,0.7972027972027972,0.6979166666666666,0.7127659574468085,0.5254636667680146,0.4085106382978723
TCN,3,0.35000000000000003,67,25,27,116,0.7282608695652174,0.8111888111888111,0.7127659574468085,0.7204301075268817,0.5394496807540285,0.4
TCN,3,0.36000000000000004,67,25,26,117,0.7282608695652174,0.8181818181818182,0.7204301075268817,0.7243243243243243,0.5464426877470356,0.39574468085106385
TCN,3,0.37,67,25,26,117,0.7282608695652174,0.8181818181818182,0.7204301075268817,0.7243243243243243,0.5464426877470356,0.39574468085106385
TCN,3,0.38,67,25,26,117,0.7282608695652174,0.8181818181818182,0.7204301075268817,0.7243243243243243,0.5464426877470356,0.39574468085106385
TCN,3,0.39,65,27,26,117,0.7065217391304348,0.8181818181818182,0.7142857142857143,0.7103825136612023,0.5247035573122529,0.3872340425531915
TCN,3,0.4,65,27,26,117,0.7065217391304348,0.8181818181818182,0.7142857142857143,0.7103825136612023,0.5247035573122529,0.3872340425531915
TCN,3,0.41000000000000003,63,29,26,117,0.6847826086956522,0.8181818181818182,0.7078651685393258,0.6961325966850829,0.5029644268774704,0.37872340425531914
TCN,3,0.42000000000000004,62,30,26,117,0.6739130434782609,0.8181818181818182,0.7045454545454546,0.688888888888889,0.4920948616600791,0.37446808510638296
TCN,3,0.43,61,31,26,117,0.6630434782608695,0.8181818181818182,0.7011494252873564,0.6815642458100558,0.48122529644268774,0.3702127659574468
TCN,3,0.44,61,31,26,117,0.6630434782608695,0.8181818181818182,0.7011494252873564,0.6815642458100558,0.48122529644268774,0.3702127659574468
TCN,3,0.45,60,32,25,118,0.6521739130434783,0.8251748251748252,0.7058823529411765,0.6779661016949153,0.4773487382183035,0.3617021276595745
TCN,3,0.46,59,33,25,118,0.6413043478260869,0.8251748251748252,0.7023809523809523,0.6704545454545454,0.46647917300091213,0.3574468085106383
TCN,3,0.47000000000000003,58,34,24,119,0.6304347826086957,0.8321678321678322,0.7073170731707317,0.6666666666666667,0.46260261477652787,0.34893617021276596
TCN,3,0.48000000000000004,58,34,24,119,0.6304347826086957,0.8321678321678322,0.7073170731707317,0.6666666666666667,0.46260261477652787,0.34893617021276596
TCN,3,0.49,58,34,22,121,0.6304347826086957,0.8461538461538461,0.725,0.6744186046511628,0.4765886287625418,0.3404255319148936
TCN,3,0.5,58,34,22,121,0.6304347826086957,0.8461538461538461,0.725,0.6744186046511628,0.4765886287625418,0.3404255319148936
TCN,3,0.51,58,34,21,122,0.6304347826086957,0.8531468531468531,0.7341772151898734,0.6783625730994152,0.4835816357555487,0.33617021276595743
TCN,3,0.52,57,35,21,122,0.6195652173913043,0.8531468531468531,0.7307692307692307,0.6705882352941176,0.47271207053815756,0.33191489361702126
TCN,3,0.53,57,35,21,122,0.6195652173913043,0.8531468531468531,0.7307692307692307,0.6705882352941176,0.47271207053815756,0.33191489361702126
TCN,3,0.54,56,36,21,122,0.6086956521739131,0.8531468531468531,0.7272727272727273,0.6627218934911243,0.4618425053207662,0.3276595744680851
TCN,3,0.55,56,36,21,122,0.6086956521739131,0.8531468531468531,0.7272727272727273,0.6627218934911243,0.4618425053207662,0.3276595744680851
TCN,3,0.56,55,37,19,124,0.5978260869565217,0.8671328671328671,0.7432432432432432,0.6626506024096386,0.4649589540893888,0.3148936170212766
TCN,3,0.5700000000000001,54,38,17,126,0.5869565217391305,0.8811188811188811,0.7605633802816901,0.6625766871165645,0.46807540285801164,0.3021276595744681
