Months,PC1,PC2,PC3,PC4,PC5
2006-01-01,-0.4921674093682526,0.188654387694351,-0.11741061036184118,-0.0235199567832167,-0.09804410237068592
2006-02-01,-0.6879829458757302,0.16883305071226512,-0.015649263781772588,-0.09901924659042591,-0.12523944885379626
2006-03-01,-0.5864122566797664,0.15001052278947713,0.12001756867201571,-0.11883243304832133,0.08313353065940682
2006-04-01,-0.7064642859040078,-0.08535390795391119,0.0010252198855926573,-0.04207832998536158,-0.01917428039963076
2006-05-01,-0.6386298008618746,-0.2203108917200407,-0.09850583321481848,-0.08214005708461096,0.04172610801312631
2006-06-01,-0.3018420295979459,-0.36029447809441995,-0.10195746986172702,-0.17073135195259206,-0.054083397542838675
2006-07-01,-0.2662378232789683,-0.33225837523214535,-0.25566530547228294,-0.2657789052244069,-0.006733083147848939
2006-08-01,0.26663309328344365,-0.3281067364738461,-0.09564188084653193,0.11465952387287684,0.005312707384198979
2006-09-01,0.8225474663857664,-0.0016744354304882528,0.19764770765510944,0.13157329776588372,0.1235980842396092
2006-10-01,0.7151481820790382,0.21790730393037,0.12756999298583196,-0.001122655503340177,0.1613271224442121
2006-11-01,0.7029958228967235,0.3839175237626547,0.0356140164175237,0.11569489598524121,0.24226689112912417
2006-12-01,0.02603341156824593,0.24800741353285793,-0.08774845302814767,-0.005390000262933135,-0.016254541440464867
2007-01-01,-0.31048625694837356,0.2646462891755125,-0.16492885035117769,0.034586262272315815,-0.0674432961212641
2007-02-01,-0.46037991384037813,0.12515835684817667,-0.04056819660940386,-0.027516521766269977,-0.14361448611133235
2007-03-01,-0.25370740800031233,0.024717701692741338,0.10906469360325384,-0.038725103449892315,-0.06182342944336415
2007-04-01,-0.9146557472321591,-0.12987939336032905,0.14354013383986808,-0.2505311507421613,0.10861086016219285
2007-05-01,-0.23663627328401637,-0.132260547447328,0.0023261373907459623,0.04096158029648319,0.029739766993779164
2007-06-01,0.19121614627895028,-0.3270534411064013,0.10523494582233109,0.040951771695849744,0.0335285137922056
2007-07-01,-0.10448405491832582,-0.17134728483013584,-0.24641787782845992,-0.15691516008386974,0.039502252233650476
2007-08-01,0.18975834231316602,-0.24557860299941897,-0.20349669200340373,0.10499962292859423,-0.020025286121522302
2007-09-01,0.4982407422756667,-0.047129457606410685,-0.04215386329371974,0.055030382330212374,0.023787863718213342
2007-10-01,0.8177769765271209,0.22649043162292126,0.02935277792906097,0.16372458750742022,0.07433430061548846
2007-11-01,0.5345905503861244,0.2662881076701407,0.1029713871825761,0.00799205867616196,0.16629037857919493
2007-12-01,-0.23051122380305816,0.14052685662804326,0.05900455319912237,-0.15284591744439002,0.2490327295683964
2008-01-01,0.007428731988832905,0.613763330649603,-0.5499947132278394,0.2725032114148047,0.07736127643131403
2008-02-01,-0.3601194709694878,0.4637388384316549,-0.3036625792155399,0.1350478856178036,-0.02111600867368814
2008-03-01,-0.6235891332960971,0.036633910834825624,-0.012763523779026328,-0.001522417292653371,-0.06827005382558642
2008-04-01,-1.0403109367410488,-0.31469499778148297,0.07841588057161526,-0.12057288289260538,-0.09820889700033335
2008-05-01,-0.5349440207867115,-0.5400642383326645,0.27176554357633476,-0.268546772633167,0.1864810968532431
2008-06-01,0.12197605117574419,-0.2271498786997052,0.13031624219305574,-0.04493190379183229,0.010241809033810802
2008-07-01,0.3122275926203984,-0.3741743364176063,0.10291713244584322,-0.005583571193932634,0.043862386053195035
2008-08-01,0.5445896463259514,-0.2865762912940236,0.07294404115486017,0.10141842949063809,0.020989140572718668
2008-09-01,0.7805406210445217,0.09820403779933445,0.02053903539448869,0.20413605385123484,0.0533436682299835
2008-10-01,0.7517103681261849,0.17202244751887946,0.044136740249805066,0.15883793760930132,0.028584348757791776
2008-11-01,0.5423056304462374,0.1711917896070237,0.17295876572481914,-0.01751991783322411,0.17993918816343762
2008-12-01,-0.09394251094528708,0.17436379717561695,0.0017033605044494433,-0.15775061367648555,0.07104655794865376
2009-01-01,-0.5111917243108758,0.24897880384822785,-0.2150274356614555,-0.00932785613397399,-0.10841417741274716
2009-02-01,-0.33613467512057577,0.3435187032827955,-0.3050560955387159,0.23593241563126988,-0.18061381484069505
2009-03-01,-0.4729810536185378,0.27443914290957055,-0.2148353386308775,0.15431731126930856,-0.09348467959908695
2009-04-01,-0.7634442371278171,-0.4528465032335171,0.3783545471445835,-0.15357916028308607,0.0411000933636791
2009-05-01,-0.2516138597004559,-0.4051142068048989,0.40806489936452167,-0.09788795794351465,0.1463720215644218
2009-06-01,0.15442169741386796,-0.3226688880428314,0.057621632443855486,0.04570169704996869,-0.02167564964089877
2009-07-01,-0.1621496745446881,-0.3749699076778588,-0.1036903612992966,-0.28780180170442937,-0.0009506197038390749
2009-08-01,0.13905593317023257,-0.3053765403809438,-0.12117916918641643,-0.044218203463863785,0.07920709318681295
2009-09-01,0.8447365788143754,0.0807508069767241,0.13776073683311102,0.2765161810959538,0.060665958561932715
2009-10-01,0.9170895522161231,0.34310815688070434,0.18649210344953449,0.1600893440583684,0.22495078440837496
2009-11-01,0.34852066057327885,0.15511940717338912,0.21174356508953177,-0.16350501679362492,0.05890336471267865
2009-12-01,-0.16900892589619393,0.4449500684536295,-0.24662521162745077,-0.0171563038475298,0.04755163794309868
2010-01-01,-0.5956698187263846,0.23221424545674385,-0.13671831459122727,-0.10088987952558219,-0.12213332559699527
2010-02-01,-0.652179522141406,0.18889017006244396,-0.05030813556447083,-0.003286282093960617,-0.1854257385978342
2010-03-01,-0.3619335746324308,0.2920420001103628,-0.23907497743741557,0.20669270994550454,-0.06963966921796477
2010-04-01,-0.7927930990047819,0.006335021182093312,-0.06890230893332248,0.036064686846726916,-0.08982625786558039
2010-05-01,-0.714152689665367,-0.38037686464197173,0.05094479039690541,-0.17769382720449928,0.027220121350697013
2010-06-01,-0.037402436219468635,-0.49519623828340026,0.07497014104745649,0.07949411995065213,-0.12284227483830731
2010-07-01,0.2715960151867798,-0.4443832453040979,0.17679424954514117,0.012784189421185595,-0.010159186782214285
2010-08-01,0.35414275591302674,-0.29524869082508653,9.629110963355579e-05,0.03953905457933448,-0.016218659954415182
2010-09-01,0.7159367899331157,0.0700061544950878,0.03177165687589623,0.18567361076347227,0.06617769071624695
2010-10-01,0.6913293340314669,0.1838017523696852,0.09071632399398036,0.1303186960797288,-0.019016359165389095
2010-11-01,0.3356483650253965,0.22147569303994918,0.13660138569219418,-0.008081069247372591,0.06980131671209325
2010-12-01,0.2541098935523637,0.27608205953687176,-0.03339174398396604,0.07235599448544186,-0.01560662693610218
2011-01-01,-0.7942388430946917,0.48263358462775435,-0.4338788608527616,0.0891093815532326,-0.17694457945392814
2011-02-01,-0.6114352063740464,0.1467798728000283,-0.1139237778794523,0.030744896708873027,-0.28580834140424743
2011-03-01,-0.4998934437516132,0.1529349879426915,-0.12757788024537842,0.15049989525367924,-0.2678500373075915
2011-04-01,-0.8838306639813778,-0.27475477070582843,0.15612633289820965,-0.08539336388503733,-0.10041303383840194
2011-05-01,-0.6655898237309301,-0.5738548555543599,0.26817593578342186,-0.15884190206410156,-0.12200978847190061
2011-06-01,-0.37958489199713435,-0.36204901285070307,-0.27812942269607716,0.01538584178890055,-0.16918466804041404
2011-07-01,0.07675021805896368,-0.4516422888305524,0.0827332530361786,-0.046893725120169046,-0.04167528021591871
2011-08-01,0.36313641510785566,-0.3644621521508867,0.204482160199209,-0.019847666192921984,0.015673869042534126
2011-09-01,0.6483602508788654,-5.0135609282013494e-05,0.01381421766207626,0.2671848480458186,-0.0015529065749819992
2011-10-01,0.5127663332087629,0.12194864992555697,-0.01535519143670942,0.1584479979811853,0.052339281173656375
2011-11-01,0.27282810610646036,0.0990537267554335,-0.1495420381540251,0.13186397053803198,-0.0066027407479472815
2011-12-01,-0.7042736653597216,-0.027199041588972246,-0.363543019243701,0.042771342345995125,-0.11659026501141645
2012-01-01,-0.702450668164096,0.20271152248198837,-0.8608523535264108,0.2352049117810326,-0.19616476040451156
2012-02-01,0.32180661765317964,0.669368344197759,0.3343912847239772,-0.33623451992295833,-0.07620452637401323
2012-03-01,0.5779848039491249,1.0647085292466993,0.14420794032252135,-0.3177706759412639,-0.08467996153444483
2012-04-01,-0.18881686707760592,0.47495389791036596,0.14074391930674301,-0.21042248102401698,-0.00497610520547485
2012-05-01,-0.2763352857544019,-0.035206703500000255,0.27855877948993235,0.04869567843113473,0.01856856831297001
2012-06-01,-0.2602840527138339,-0.249441047838579,0.12259335856308334,0.09377004355492087,-0.11924143903997277
2012-07-01,-0.17594579549227296,-0.6040798582076323,0.11385695209935101,0.22550409309030023,-0.12773044517992393
2012-08-01,0.12290737247885437,-0.4905903183453122,0.13482554366165328,0.281784517113999,-0.11032326354471601
2012-09-01,0.41440088033860606,-0.10744996191854428,0.02744857952687535,0.22050215929180456,-0.16810235649430558
2012-10-01,0.596841984285777,0.13737505507902148,0.024535005244166963,0.160741183004878,-0.03744609025487874
2012-11-01,0.4930487662303985,0.2500736418234712,-0.08473726695821777,-0.028075964293652434,-0.0415599313270888
2012-12-01,0.12176385716037393,0.265809280140388,-0.1578310487573928,-0.18504409725796064,-0.04405824450262102
2013-01-01,-0.24108481945993832,0.21573992968721928,-0.032488032232042545,-0.21483642468857214,0.018940294524479633
2013-02-01,0.2306611201111718,0.7164044636521197,-0.12216076696310492,-0.2563773019430619,0.1603453369514521
2013-03-01,0.2005484640664606,0.5453667961448103,-0.10900884172472133,-0.22405215789378125,0.09770158714670933
2013-04-01,-0.42497829988927127,0.16797508521675325,0.02615013420900511,-0.1298508683166662,0.3455242545202295
2013-05-01,-0.5880429499593341,-0.0861728005874863,0.008006577819279678,-0.02027659121837965,0.027781422288060506
2013-06-01,-0.5593604811059482,-0.4755675889091115,-0.0029360207010549616,0.05843773582144015,-0.05673920911726096
2013-07-01,-0.21142442214519958,-0.6706279461725925,0.031937068862718514,0.2106725517572035,-0.02305917484814198
2013-08-01,-0.011940744800384467,-0.6112673872722145,0.03365535133868834,0.2848522951471982,-0.1100746115705093
2013-09-01,0.3902966689705969,-0.20351314722989367,0.027829482656681052,0.24327788027027067,-0.0677466075657542
2013-10-01,0.6074410055309329,0.06666435774384531,-0.024555601131700657,0.16290643472263291,0.022790743315434427
2013-11-01,0.4956025547995878,0.29134452562049873,-0.17534160748079608,-0.005351842274836046,-0.08134313785142296
2013-12-01,-0.009756772249949308,0.13973246838569187,-0.0364207478454809,-0.1168945970901822,-0.06106364102744161
2014-01-01,0.07372533595655949,0.3562371875759931,-0.0761619717703983,-0.18405538501490892,0.05204524469476081
2014-02-01,0.14372719250748972,0.5707033904139449,-0.0710322141098069,-0.2591646044126049,0.0641326865117419
2014-03-01,-0.021331758407584812,0.49428920851293134,-0.013309802166385092,-0.19650540114625706,0.052119964618293324
2014-04-01,-0.6845522767497353,0.09542358992270185,0.13892936860672533,-0.09539530295579636,0.01332114880829963
2014-05-01,-0.30151840314893685,0.035170065911165664,-0.06781984877310192,-0.02071626435982309,0.10900533647156828
2014-06-01,-0.5460468881412154,-0.6285108447995752,0.13446280759026122,0.11068657669878137,0.006463248878090427
2014-07-01,-0.38135104055238767,-0.6613444022750727,-0.04309828100799381,0.10982879701398278,-0.10125493240100769
2014-08-01,-0.04505091717299282,-0.5948270107762372,0.049895550825810146,0.22583622898275202,-0.07572671761901022
2014-09-01,0.3621771600670169,-0.2620111954703739,-0.007082327765964701,0.20666172982038447,-0.13574878213283897
2014-10-01,0.6214970678411026,0.050865685309357665,-0.0400027309035793,0.11865181847745279,-0.06347517183629629
2014-11-01,0.4242147583129644,0.07643600280998124,-0.009036700635620079,0.005816396178842445,-0.032014811379541486
2014-12-01,0.2199496832612382,0.37401319924463744,-0.20907648773526222,-0.15267450183721296,0.1361344620856492
2015-01-01,0.15234739997523716,0.4503183022014297,-0.1679691119461955,-0.2039779396789138,0.05541557999167468
2015-02-01,0.18160016876117552,0.5310364969171594,-0.10802546605034592,-0.2298488239096942,0.09604389932125808
2015-03-01,0.030207231817812617,0.3630600071189971,-0.04884251404435561,-0.2618284835044926,0.1924947528763097
2015-04-01,-0.5484565262672071,0.10607640655502906,-0.011247258470539407,-0.20044918785378438,-0.009596656700724949
2015-05-01,-0.37703479766088727,-0.24636890935760386,0.0654163422279216,-0.06916016067760072,0.010617444542955483
2015-06-01,-0.1324011215594429,-0.41308619953047765,0.05385482482346063,0.0851511003786202,0.03314900172649424
2015-07-01,-0.04841241468542867,-0.5454973994167139,-0.046666728657641876,0.07104871775556101,-0.168841691473086
2015-08-01,-0.03748908072295,-0.6887202597346012,-0.05590872580242635,0.1435921781024842,-0.2045924440785318
2015-09-01,0.5735737008748321,-0.33232211726015315,0.00875863438203269,0.11154333580301673,-0.22462180098084378
2015-10-01,0.9723191918174946,-0.020604122364176823,-0.07010070273682792,0.020758780196171923,-0.12173016688134226
2015-11-01,0.6505284012026767,-0.2197321207341193,0.014028403509886178,-0.07668185167151922,-0.060067829612487036
2015-12-01,0.9648831957224969,0.17897086601809525,-0.2205708873892804,-0.23173731294558314,-0.06467099179681758
2016-01-01,1.081554204582722,0.41706640191577243,-0.2752593593763624,-0.36106756483609576,0.004911247088090179
2016-02-01,1.0805849706348498,0.3771199831151537,-0.23597464270829757,-0.3865788065853222,-0.040195337788497675
2016-03-01,0.8290153530570077,0.23894334142123208,-0.11864093174028872,-0.36968505257672896,-0.1320747293224822
2016-04-01,0.933034685793672,0.1913532199656049,-0.13973756542019478,-0.2843333999732187,-0.13072655934848196
2016-05-01,-0.512048228101137,-0.022080653539326003,0.08407234133810194,0.29851377501086074,0.2788321540544927
2016-06-01,-0.15512189123608836,-0.18865693108138154,-0.16250223706085604,0.15333005290939122,0.34752480699134003
2016-07-01,-0.1068744105577082,-0.4693418775342413,-0.2104952568454876,0.06244729403242831,0.34703855025117003
2016-08-01,0.24472152942542297,-0.43248007094505764,0.034992725530975446,0.03430570337269686,0.2891172303459703
2016-09-01,0.012228009385256144,-0.24071850967082292,0.04755006908220255,0.028701519879652346,0.1961260166103713
2016-10-01,0.2104737511688604,-0.00647870189677012,0.28716447718930627,-0.051444564291075086,-0.017802900719312727
2016-11-01,-0.22400941254382895,-0.0622777748026462,0.4623942897252422,0.034500899049282746,-0.03426574827143795
2016-12-01,-0.786320259807985,-0.09669141450224836,0.16177108227449305,0.1163650186290833,0.1430683630806451
2017-01-01,-0.8360332766390755,0.3065320365919203,0.13301955248477745,0.20723648077743026,0.1353541944889644
2017-02-01,-0.9646543726425875,0.49218677542904565,0.0873385050026695,0.27735938285669925,0.17514517244769898
2017-03-01,-0.6416467388539911,0.6328952185511649,0.2229312885426066,0.26928298971147463,0.05778821478429222
2017-04-01,-0.1041407046712243,0.2965011727622752,0.20935705953160852,0.18645572970298113,-0.17731352798970434
2017-05-01,0.1666413376889997,0.2080982895291733,-0.186295093913764,0.08468311411469856,0.025875858553893107
2017-06-01,0.21638639460817877,-0.28878987357431635,-0.20116676243998707,0.05171027021086984,0.04649068394996399
2017-07-01,0.2448867947975356,-0.6404278596273884,-0.31354464328729326,-5.392792955464859e-05,0.10175826654893619
2017-08-01,0.2725761680312726,-0.6545568886191568,-0.10701784226221558,-0.06404260354035607,0.04688466653317331
2017-09-01,0.924070676903027,-0.1320427162665808,-0.04047082092322244,-0.07200419798733755,-0.11552417428018102
2017-10-01,0.21637814786123166,-0.18744295015070472,0.2801312484622692,-0.05610405249549812,-0.14935302179912993
2017-11-01,-0.05527975208973729,-0.06841113794508372,0.1972358169895127,-0.03714077993433723,-0.16539211515743785
2017-12-01,-0.8464914641963648,-0.014380260319132346,0.01812698346093841,0.1004685250856619,0.14981031640673792
2018-01-01,-0.7704614560713355,0.3187914077306664,-0.043473328777991115,0.07579435723016309,0.12575423383730633
2018-02-01,-0.44661780642790755,0.6906438884018341,-0.004688955254400447,0.036147754854776164,0.11450325601046654
2018-03-01,-0.5038260759707095,0.39027542580200286,0.2358021329694923,0.06239119110178201,-0.12985451163033693
2018-04-01,0.0864264595997242,0.39239303298582345,0.17114569648127204,0.04148180692072301,-0.16759708465153353
2018-05-01,0.1444599998608782,0.015938245496704685,-0.12582305923560458,-0.07765860643204363,-0.07118576030600489
2018-06-01,0.18818815200361094,-0.37265475580859553,-0.22526108923944957,-0.0076194707335976415,0.03152816133996101
2018-07-01,0.17879166568405447,-0.8033138920407955,-0.17600363055428134,-0.05456433603748357,0.15099625804326056
2018-08-01,0.4645933742381586,-0.4275525129984903,-0.09101757422237133,-0.02577407046295883,0.033838846385204874
2018-09-01,0.6926604229629688,-0.13201235095804703,-0.08387761624124973,-0.12950008962117382,-0.13097633573429845
2018-10-01,0.31578534638964806,-0.07587088929689806,0.15974927243343073,-0.13009020964645676,-0.14493081859604368
2018-11-01,-0.34211179001627984,-0.1800650397264154,0.26176088532693437,-0.08964247273946511,-0.12736915506524946
2018-12-01,-0.67918967025414,0.04142490846319564,0.2068057099261544,-0.08237373057638636,-0.03434902257873284
2019-01-01,-0.6623832776439712,0.4626536448328061,0.08924442025950938,-0.0149404408239108,0.11952850545476362
2019-02-01,-0.6652106640846706,0.5937482153191429,0.0529646765162371,0.07902747236732693,0.10247705384432627
2019-03-01,-0.4785603307697328,0.6192517652862392,0.05926710803317098,0.057825472650569545,-0.03225782044698816
2019-04-01,-0.285084369958752,-0.001833312746059506,0.19360025544560694,0.05210942478589977,-0.20878920416990443
2019-05-01,0.5068169161046635,0.2704732119610187,0.05347024216924258,0.14368755550529516,-0.01879365255261384
2019-06-01,0.12353659207341365,-0.5109999490232414,-0.21708099518570934,0.0379744754811247,0.0563230577731296
2019-07-01,0.2450638573814814,-0.5790762073420985,-0.36733117862329456,0.006708966041129027,0.13505184379558544
2019-08-01,0.6508360321859852,-0.3351785408667885,-0.2719802115915366,-0.04637801369385694,0.04141763342545693
2019-09-01,0.5834445562000937,-0.2084335200361756,0.02243404204034758,-0.09036520658429309,-0.08531004138809666
2019-10-01,0.42033178048859615,-0.09239685708404227,0.23321110061400632,-0.11773778683625982,-0.19636648095400552
2019-11-01,0.30407870304160983,0.011597516605458623,0.3449624866833118,-0.05380681607616473,-0.1993725360772036
2019-12-01,-0.6659872371981157,-0.1363932747806682,0.13211000779685791,0.05041429077315231,0.06693856711608334
2020-01-01,-1.0045544349978557,0.064363121441041,0.1190104465462612,0.1079608284910449,0.13307953835517836
2020-02-01,-0.6934953170443516,0.5019615087923249,0.14669536580284745,0.16284345790222285,0.09135404176029514
2020-03-01,-0.3429440355910492,0.673818235797676,0.1169551405021059,0.11486026440096146,-0.008567622767857875
2020-04-01,0.2170236725635274,0.5150681858664642,0.15972410932904116,0.09151444592952104,-0.14102049926227095
2020-05-01,0.06329255271315766,-0.025088589132708908,-0.13232815379642765,0.04073627729854205,-0.017590282123233464
2020-06-01,0.46058666383547264,-0.16657718331758242,-0.21819624545807131,-0.03305582870110834,-0.03354837597576654
2020-07-01,0.1712881545014972,-0.5743097675702173,-0.27947071268969326,-0.10091823188374399,0.07925077286768573
2020-08-01,0.44855622604873163,-0.4682334471533252,-0.3435994233822991,-0.12296106586612354,0.04820123419060811
2020-09-01,0.5262659700675485,-0.3240173927847551,-0.011362710920463242,-0.18771910166347733,-0.2132856175739257
2020-10-01,0.9227895608666219,0.12420446184730279,0.15265084424421416,-0.09762127634936764,-0.2044339575577334
2020-11-01,0.12176211987006834,-0.06286768478202918,0.1999318330143138,-0.010208536155737049,-0.11925625827844326
2020-12-01,-0.8730030843870594,-0.10977120045157378,0.12923488703411345,-0.04107528690657965,0.04700872455494977
2021-01-01,-0.4163086775868512,0.655879045287802,0.012448521912746343,0.04233164986623702,0.14248250741743754
2021-02-01,-0.3301257915584179,0.6640850311225541,0.1755366160841799,0.1123454097945887,-0.004350155811535498
2021-03-01,-0.08477870772744397,0.6526027840971725,0.353173625080955,0.07300827185979139,-0.14726449100291222
2021-04-01,0.25139339717903886,0.5815921696845373,0.12654330472319708,0.0651584448303146,-0.15688385122073772
2021-05-01,0.22057536370139907,0.04465908111036061,-0.1124128403156179,0.05345346041314289,-0.02295954548986595
2021-06-01,0.20948371987280096,-0.39992952087264266,-0.307497368934728,-0.0270696587882366,0.09679269646291361
2021-07-01,0.3693764828975111,-0.4480384606044363,-0.3951369773177256,-0.07297473052360794,0.042494497370155766
2021-08-01,0.661445753907127,-0.3899349172520329,-0.16183924935731783,-0.06056193772031711,0.03521871762118306
2021-09-01,0.5149309635332519,-0.18336175988878034,-0.04523946681319377,-0.09836293036506212,-0.10515170607585843
2021-10-01,0.5913784955068616,0.08321083401409453,0.19738811637349,-0.1348489910201647,-0.2110696219952959
2021-11-01,-0.02074714115735213,-0.051430053603256795,0.38170305943812527,-0.08282574541905609,-0.18088133665103198
2021-12-01,-0.6894390926681141,0.02640152581608212,-0.034560308739740815,0.004094952575375723,0.08338414083628283
2022-01-01,-1.3851583218146049,-0.16351427310299438,-0.13773380631267407,0.10666610872386703,0.19514777136120673
2022-02-01,-1.2569884755971086,0.04255109749834359,-0.13969257633179086,0.13002733245610418,0.15524719018963598
2022-03-01,0.050536758575186705,0.8700382505871741,0.16389894052031453,0.08512284296170965,-0.09264258488262599
2022-04-01,0.3495003418272919,0.3903931792524945,0.28062356763556273,0.13429398044440763,-0.14523411219608698
2022-05-01,0.43255388311580667,0.039933905901448935,0.13892096380807653,0.11388089004457655,-0.03330189042412538
2022-06-01,0.08222236813173808,-0.4146984077614947,-0.2747389756115367,0.07141438377705138,0.05554253636005533
2022-07-01,0.4536091743463835,-0.6342077656989468,-0.30524358595736206,-0.06394141454347171,0.16201879422746207
2022-08-01,0.7322567401603475,-0.3116728064823934,-0.24532032274769422,-0.11007554062974978,0.059021652874465855
2022-09-01,0.7201974926137487,-0.006686805166003947,0.04079693035950468,-0.10543654378891608,-0.1729204429071316
2022-10-01,0.36551068805148107,0.09268314697898783,0.2247761196367002,-0.14404803893617724,-0.17925477653648897
2022-11-01,-0.12554535372441666,-0.08916261937043386,0.2198552833101646,-0.1298287674760852,-0.1542295448532201
2022-12-01,-0.7051641636108819,0.20263044950037662,-0.07381212627072668,-0.08522027660355438,0.07465219092461067
