Months,DIATO_CLR,DINO_CLR,HAPTO_CLR,GREEN_CLR,PROKAR_CLR,PROCHLO_CLR
2005-02-01,0.8985069221251167,-0.000923540842093562,-0.8354908129336143,-1.247234196457517,1.230147383790157,-0.04500575568204912
2005-03-01,0.8008881986890974,-0.04846026395251801,-0.5050107241127768,-1.3596133350406725,1.3129096424060354,-0.2007135179891648
2005-04-01,0.6597709303806645,-0.03020496179139709,-0.5505057553858919,-1.1067370289244325,1.3352175668649005,-0.3075407511438444
2005-05-01,0.4258399055229156,-0.09534306993326869,-0.3041938466226006,-0.9991879807160924,1.435984472465542,-0.46309948071649565
2005-06-01,0.10787181122416589,-0.11101013122332715,-0.28231423539720524,-0.7159256231002944,1.6868330550787074,-0.6854548765820443
2005-07-01,0.01863835150098092,-0.12953515714830344,-0.2514311190120484,-0.8894006667689971,1.8570787244666007,-0.6053501330382325
2005-08-01,0.0044589948560722625,-0.23021002520719058,-0.6301559227552782,-1.1149206540898908,2.181590176369464,-0.21076256917317515
2005-09-01,-0.2926501647901416,-0.24332640911144665,-0.6813398401009345,-0.9710483316427649,2.277799378280173,-0.08943463263488649
2005-10-01,-0.46494699523017635,-0.3592202674990199,-0.9194854205008194,-0.9482737156198597,2.4808441791119855,0.21108221973789165
2005-11-01,-0.04556390292836099,-0.4535062026131085,-0.8794730990825426,-0.7581931842451413,2.1040578045125296,0.03267858435662241
2005-12-01,0.47137477106124237,-0.21993624693505298,-0.8148357206255277,-1.1276598224312018,1.7674171212207086,-0.07636010229016987
2006-01-01,0.6965735133797264,-0.17495493819801888,-0.6974041188836226,-1.172360500788137,1.4489513060904016,-0.10080526160034875
2006-02-01,0.79733411644064,-0.2066743047080548,-0.6150170377031436,-1.117413901365592,1.2623321524980737,-0.12056102516192357
2006-03-01,0.6749621228413147,-0.2353305639027483,-0.6873298364535327,-0.8859459169196624,1.286473020037489,-0.15282882560286026
2006-04-01,0.7250948212343074,-0.06150765357705135,-0.5675107361674057,-1.0202932466924137,1.2550585513902095,-0.33084173618764634
2006-05-01,0.7191907299898983,-0.035472262707679114,-0.572194467959672,-1.0056885237619988,1.3777883122290864,-0.4836237877896319
2006-06-01,0.5190468433616713,-0.15070912673194314,-0.4267965188996241,-1.027197142740647,1.6567643136988237,-0.5711083686882801
2006-07-01,0.6065557658632974,-0.20972811471498876,-0.5082942183101817,-1.0542750187259293,1.7871174672609365,-0.6213758813731345
2006-08-01,0.019197659576601467,-0.07522834209363038,-0.5368914846460462,-1.0366600607984733,2.0636304491510225,-0.4340482211894767
2006-09-01,-0.4289792530179195,-0.3488580641724961,-0.662520997572082,-0.8107773667300102,2.3354019932610943,-0.08426631176858734
2006-10-01,-0.24551739245175241,-0.48805547533939775,-0.7888516444526168,-0.8136873175665866,2.314459884364687,0.021651945445666954
2006-11-01,-0.22866177581029667,-0.4259084754093374,-0.9786911604276898,-0.8534617747276108,2.3408287266589163,0.14589445971601833
2006-12-01,0.2699378457115178,-0.3320929435383695,-0.7654809516937418,-1.0841891578825464,1.9165196131810753,-0.0046944057779336745
2007-01-01,0.4936947726701486,-0.222283518441583,-0.7771910262300001,-1.1881170095970073,1.699594715839995,-0.005697934241553515
2007-02-01,0.5300578905107296,-0.22102096075815725,-0.6044826442031179,-1.157036685634238,1.5413783843753346,-0.0888959842905499
2007-03-01,0.32224454072514686,-0.25567851100023287,-0.5561389373510623,-1.0073830526483953,1.6329790879236512,-0.13602312764910618
2007-04-01,0.7892933039549892,-0.18729247654368697,-0.5399468174143656,-0.8345975238470693,1.1672718590534243,-0.39472834520329325
2007-05-01,0.30803667802624646,-0.09738314043195428,-0.6014975633018835,-1.019170166811075,1.6925294363855292,-0.282515243866861
2007-06-01,-0.030688397607713025,-0.1399062078952631,-0.475604836122157,-0.9356186192665321,1.9632237738616845,-0.3814057129700177
2007-07-01,0.43868515148012355,-0.20242038957055275,-0.6401793257549135,-1.097837397693993,1.9276860034958228,-0.42593404195648565
2007-08-01,0.1136774693342133,-0.05298693434968271,-0.6014103340057413,-1.1666165980218008,2.074470950280988,-0.3671345532379746
2007-09-01,-0.09017950814093334,-0.25132369991685355,-0.6495357948537661,-1.0440625320295998,2.2101471636033727,-0.17504562866221907
2007-10-01,-0.31840244953596475,-0.33964599105507176,-0.8030700108841291,-1.0089740223620915,2.372473646360051,0.09761882747720607
2007-11-01,-0.09404421084361125,-0.4063973045123612,-0.8188750217587182,-0.8790968388316878,2.138190741479588,0.06022263446678844
2007-12-01,0.4580358298260885,-0.28854709264846257,-0.7930169214040528,-0.8192535112318629,1.6133197419816345,-0.17053804652334348
2008-01-01,0.48386907041787075,-0.0939693508492141,-1.210986022308941,-1.3970487745868585,1.9928068027300299,0.22532827459711235
2008-02-01,0.6321163162104833,-0.12866613844022323,-0.9507221803447763,-1.2950630503436655,1.6159346386470714,0.1264004142711106
2008-03-01,0.6485572266775228,-0.09021449478523902,-0.5788329246681534,-1.1071399557234818,1.3132492277143761,-0.1856190792150243
2008-04-01,0.85595820372383,0.011423092757585351,-0.3312938353046624,-1.0297152873936684,0.9914996202902797,-0.4978717940733648
2008-05-01,0.4815665051130833,-0.1380801063325352,-0.3095442525196668,-0.6515050876606967,1.3233841048853936,-0.7058211634855796
2008-06-01,0.08237485944899037,-0.23272394629917592,-0.43572811899661135,-0.9021433927334956,1.8313935954624456,-0.34317299688215286
2008-07-01,-0.07014087415218695,-0.18864831833438256,-0.4053279805688721,-0.8802563141158362,1.995464359555332,-0.45109087238405143
2008-08-01,-0.24161170659286624,-0.1930815528253147,-0.4626178145681399,-0.9339868922239627,2.169681908151133,-0.338383941940851
2008-09-01,-0.3546020746454359,-0.2931391825473062,-0.7038768801412583,-0.9859957544178446,2.348516840006071,-0.010902948254228217
2008-10-01,-0.32319350487204224,-0.3591060765690446,-0.7045324121863432,-0.984598672052297,2.32712446439324,0.044306201286485436
2008-11-01,-0.17926128037642863,-0.4499299000429233,-0.7206299362744288,-0.7729334289391523,2.1493331978275623,-0.02657865219462785
2008-12-01,0.35151980939954597,-0.3967851049633473,-0.6847550936537679,-0.9254949508239179,1.7813942230289401,-0.1258788829874513
2009-01-01,0.6501937051139748,-0.19839939505388937,-0.7117955982974613,-1.220791254560588,1.547691406468362,-0.06689886367039843
2009-02-01,0.48658812720502165,-0.07691434702012412,-0.7930066487870517,-1.379331682051848,1.6810487917599777,0.08161575889402473
2009-03-01,0.5562670822286788,-0.0877475186154717,-0.7684852561247975,-1.2478560220944206,1.5534888366817228,-0.005667122075712516
2009-04-01,0.4827358230640928,-0.09576427467053383,-0.23467846834233885,-0.7091264198617919,1.1278063385774906,-0.5709729987669183
2009-05-01,0.1406525892621615,-0.17812824549980988,-0.32927137796872685,-0.6191586835700065,1.4871258398568497,-0.5012201220804688
2009-06-01,0.005859216902674547,-0.14939933332883681,-0.41929399745642115,-0.9504305504188744,1.928364177838615,-0.4150995135371591
2009-07-01,0.42453731076083945,-0.28104922699455015,-0.4019196756560999,-0.9460976121296487,1.823173004503123,-0.6186438004836639
2009-08-01,0.15519768856404825,-0.17201962564386752,-0.5470539260798861,-0.9550459845701464,2.019562826265557,-0.5006409785357051
2009-09-01,-0.47979306024136825,-0.2769581543029429,-0.6883073565540068,-0.914153485137243,2.348875184749625,0.01033687148593776
2009-10-01,-0.44470017836104114,-0.4593196696071802,-0.880034047612491,-0.7627545834245502,2.3891296021516926,0.15767887685356907
2009-11-01,0.013706281318258906,-0.5410561785954298,-0.6087354425003055,-0.7854506531867336,1.9988276086955186,-0.0772916157313075
2009-12-01,0.5356355354732196,-0.3232426516069573,-0.9388168899079252,-1.1147684007660925,1.8007149182367692,0.040477488570984654
2010-01-01,0.7530096518166407,-0.2610710637034961,-0.6721271552058399,-1.146814222604688,1.4397651442655537,-0.11276235456817085
2010-02-01,0.6984607080366725,-0.18328164001667968,-0.6015302243924681,-1.1637964934680638,1.3371781046893152,-0.0870304548487737
2010-03-01,0.5341660467011753,-0.06951106857542522,-0.844098398232294,-1.232801763264304,1.615826119511666,-0.003580936140818114
2010-04-01,0.7523876203464126,-0.035627681054865246,-0.6024497148326504,-1.101696435785803,1.246713486756724,-0.2593272754298175
2010-05-01,0.6852461626670858,-0.0856607298823171,-0.4169103227920843,-0.866397062477744,1.3019451240138218,-0.6182231715287623
2010-06-01,0.12165680737578644,-0.029288334405872973,-0.31625722725628336,-0.9842160237853523,1.7548759088086388,-0.5467711307369165
2010-07-01,-0.07563347866725767,-0.17004251964404782,-0.3707523311183434,-0.8240380625148989,1.9464486423901592,-0.50598225044561
2010-08-01,-0.03079826319799439,-0.18583958332412198,-0.5145017071606133,-0.9331339965588281,2.081675560030784,-0.4174020097892259
2010-09-01,-0.2761535702047597,-0.27790203200420605,-0.763901841335525,-0.9059689658957173,2.297518032378697,-0.07359162293848787
2010-10-01,-0.24866886139019906,-0.379982010226124,-0.732506340438543,-0.9220972142814863,2.2456282406940002,0.03762618564235165
2010-11-01,0.015098116375779291,-0.4147631102564948,-0.7667869408470942,-0.8097620381259634,1.9790803027217434,-0.00286632986797164
2010-12-01,0.11071382839685073,-0.3372348403190766,-0.8194702831284517,-0.9798290652071326,1.9854135092162246,0.04040685104158692
2011-01-01,0.9623840710666434,-0.10733735455237614,-0.9626501303625155,-1.3563772927101398,1.3836495180003094,0.08033118855807642
2011-02-01,0.6609407546504595,-0.16083210800780012,-0.607543145114676,-1.2054166786415612,1.3866650133699445,-0.07381383625636717
2011-03-01,0.5373690257275381,-0.09719847907729351,-0.6551627025748576,-1.2215617293774637,1.4653444626043655,-0.028790577302290288
2011-04-01,0.6723380778363734,-0.07499797862003232,-0.41379619387943967,-0.8694040064038968,1.1084175035973454,-0.4225574025303489
2011-05-01,0.45986467828978594,-0.10937425165720693,-0.2056930852615313,-0.7703775352949598,1.2488732161875222,-0.6232930222636113
2011-06-01,0.48355164520301863,-0.027149365172232542,-0.5141996401131639,-1.1431948817829607,1.7059789046529445,-0.5049866627876054
2011-07-01,0.029867246436308115,-0.21288994083753954,-0.41065210227241256,-0.8182578764850579,1.9020796304982648,-0.4901469573395629
2011-08-01,-0.2242537999730101,-0.3274206651086704,-0.44753264729802744,-0.7098747826611613,2.0693903247376304,-0.36030842969676247
2011-09-01,-0.4091556286193332,-0.3010525093859462,-0.7306354969489424,-0.9056869727569317,2.3388492014350932,0.007681406276061065
2011-10-01,-0.27351228687498486,-0.418853036075574,-0.8052494769695664,-0.8647548411579269,2.2862297727941474,0.07613986828390251
2011-11-01,-0.0868544400913751,-0.39419230852130616,-0.7939057738461575,-0.9743819443877562,2.191875293775189,0.05745917307140447
2011-12-01,0.6049802181428234,-0.2023927818689546,-0.7141724876220654,-1.1665638408352121,1.5934086377668715,-0.11525974558346208
2012-01-01,0.7586060737753058,-0.0848038461964431,-0.9846406839351531,-1.5562321253066926,1.8079826332127722,0.05908794845020893
2012-02-01,-0.13321369737951372,-1.171967674053548,-0.7122682075994606,-0.6945851037433943,2.058440814838743,0.6535938679371747
2012-03-01,-0.17396385535450287,-1.3530247186378141,-0.9564023484442492,-0.8316434760170863,2.332359061082445,0.982675337371208
2012-04-01,0.1330078238530521,-0.9047909280373054,-0.7451060025775074,-0.7830924454812687,1.7886818650699383,0.5112996871730897
2012-05-01,-0.10390460090958298,-0.5634468109525042,-0.5140105507052697,-0.7168828204910369,1.654505686716003,0.24373909634238888
2012-06-01,-0.1265853837651556,-0.4869816870751653,-0.38075991811649956,-0.8867084622276273,1.754470169882465,0.12656528130198552
2012-07-01,-0.321680643524743,-0.31727094414828283,-0.23220756464550218,-0.8972403832257019,1.8322313958058247,-0.06383186026159615
2012-08-01,-0.5501030225798691,-0.41283750207465264,-0.29725792983027066,-0.8909127425484145,2.041064353548548,0.11004684348465643
2012-09-01,-0.6089674019856188,-0.6708972256563333,-0.4652979203847476,-1.0018906036271473,2.304785953551334,0.4422671981025128
2012-10-01,-0.662063798235693,-0.8400225606228511,-0.6545729047196316,-0.9191545062466537,2.4494550140962605,0.6263587557285688
2012-11-01,-0.44950241991872275,-0.9919392085818033,-0.7050941918735387,-0.9518154953484474,2.451708925341859,0.6466423903806553
2012-12-01,-0.11690018183694528,-1.0265638904505878,-0.7032983766797516,-0.9711378475889916,2.2359457716186117,0.5819545249376654
2013-01-01,0.05042407026711082,-0.9680310743352782,-0.6666402639840241,-0.8630449510179754,1.9155148947001706,0.5317773243699981
2013-02-01,-0.10166562988272654,-1.2506918105244322,-1.0199418796085826,-0.8289458168121304,2.3053499536998685,0.8958951831280026
2013-03-01,-0.13602506570749018,-1.1743217167752054,-0.9017406531809176,-0.8602160352394841,2.28205535239485,0.7902481185082468
2013-04-01,0.08299593533983707,-0.8146119167940422,-0.8576136589206582,-0.630142082191405,1.7693119876314394,0.4500597349348301
2013-05-01,0.0934766684946653,-0.6505921676473991,-0.55858465656814,-0.8702886349406262,1.64173128140808,0.34425750925341947
2013-06-01,-0.021409730648299874,-0.4709571906601373,-0.34079121035829685,-0.9203522637330903,1.6746548608033227,0.07885553459650207
2013-07-01,-0.3548120995273547,-0.3664005124239309,-0.2886222880065752,-0.8873325825690497,1.9063861706192577,-0.009218688092347271
2013-08-01,-0.5064320122797921,-0.38898048919565786,-0.26943490664167324,-0.9621087459613591,2.0350327029555815,0.0919234511228999
2013-09-01,-0.6697118469488044,-0.6484483003843451,-0.47628250772456804,-0.9445885499865017,2.32433471447763,0.41469649056658886
2013-10-01,-0.6997541255580253,-0.8294982832506212,-0.6590017767896561,-0.9040242280191713,2.5123793533569847,0.5798990602604897
2013-11-01,-0.4499854310463287,-0.9967991876328708,-0.7096568655167568,-1.0357843583461546,2.507934212062786,0.6842916304793234
2013-12-01,-0.17750240258328454,-0.9331694875387031,-0.5696092182813097,-0.9223158540911269,2.080414499757093,0.5221824627373299
2014-01-01,-0.14427108518523113,-1.0522946248734995,-0.7402357274749876,-0.8616510785553624,2.1618414415288263,0.6366110745602556
2014-02-01,-0.12237169407845183,-1.1982426017154557,-0.8252169767392319,-0.8452991444727558,2.207867698280656,0.783262718725241
2014-03-01,-0.0889796636501674,-1.095007587880668,-0.7668051077724716,-0.8362667897780631,2.0447813207244234,0.7422778283569469
2014-04-01,0.13823144222846517,-0.7552264389586654,-0.511914953741119,-0.795690892193869,1.470671129641544,0.4539297130236446
2014-05-01,-0.043150029436541004,-0.7060907781163719,-0.6360617852033461,-0.8405484427770231,1.8509673449369828,0.37488369059629756
2014-06-01,-0.15504959347710523,-0.36487637163410147,-0.20600510154024976,-0.7883563042885049,1.5705333428752872,-0.05624597193532521
2014-07-01,-0.17909169341325848,-0.369659689903687,-0.18307581623505254,-0.9483346378440993,1.7728932714025962,-0.09273143400649797
2014-08-01,-0.470432624925889,-0.3906880340142358,-0.21850892947624834,-0.9017151751522503,1.9524782082726773,0.028866555295945506
2014-09-01,-0.631569469457316,-0.6106097395742154,-0.35089428268488954,-0.9803644742270006,2.261928963171539,0.31150900277188187
2014-10-01,-0.6824063682097301,-0.8270809443641371,-0.5381860355918828,-0.9415903497784126,2.466230577943224,0.5230331200009384
2014-11-01,-0.5160671480198218,-0.8748162290310981,-0.5342873829674253,-0.883418094945716,2.3124153124642572,0.49617354249980306
2014-12-01,-0.16942573408833494,-0.9859912936984592,-0.8241471534274303,-0.8671484019281817,2.26683005042839,0.5798825327140169
2015-01-01,-0.10757183788059743,-1.0530848256578387,-0.7792574094714744,-0.8974264108630599,2.185108815781327,0.6522316680916402
2015-02-01,-0.12264040458897663,-1.1087139375966442,-0.8155786034422561,-0.8373406524502482,2.166760603567988,0.7175129945101373
2015-03-01,-0.06058646465230266,-1.030029735953843,-0.7726980812559754,-0.7231675687759935,2.027477667809663,0.5590041828284509
2015-04-01,0.21697489823558613,-0.790497360572644,-0.5183422969583402,-0.8562703470328539,1.5520930670351012,0.3960420392931512
2015-05-01,-0.027379888258967533,-0.6086554428822399,-0.3689925958373532,-0.7977987910628057,1.6186223780801003,0.18420433996126606
2015-06-01,-0.25293454849137786,-0.47232973364770814,-0.3461341338361157,-0.8022113395110484,1.7659340926785898,0.10767566280765983
2015-07-01,-0.25499042818848316,-0.45644955378695906,-0.19172130652551633,-0.9749148048696088,1.8449976880314116,0.033078405339154404
2015-08-01,-0.2789895245573173,-0.3426646041014174,-0.1293913750573803,-1.0069739970215572,1.8073507750101965,-0.049331274272522485
2015-09-01,-0.5546517941916278,-0.6250852917727463,-0.26341269721122984,-0.9792994139673956,2.128215159494956,0.2942340376480441
2015-10-01,-0.5972334891777771,-0.8262987856039588,-0.49977587214838204,-0.9305015782974917,2.3463420811973297,0.5074676440302777
2015-11-01,-0.3583890535583234,-0.7223632229109374,-0.41185176702053106,-0.8051086550757942,1.982346942818094,0.3153657557474938
2015-12-01,-0.24870557649438618,-0.9743209044828061,-0.6727032688640677,-0.9080270370143886,2.2440936217249576,0.5596631651306927
2016-01-01,-0.14089119335219547,-1.130864055357328,-0.8499177490173211,-0.8592670132746041,2.282646915791368,0.6982930952100814
2016-02-01,-0.09932193347505036,-1.1200169403919586,-0.8109008315850765,-0.8404969381658782,2.1804355415582855,0.6903011020596788
2016-03-01,0.022615527464411755,-1.008407453032063,-0.6758940245115226,-0.8142652343672157,1.8471020947993235,0.6288490896470673
2016-04-01,-0.02376701002112469,-0.9169329424132515,-0.7120128179237599,-0.8031000684514473,1.8317608802073302,0.6240519586022517
2016-05-01,0.5320126586501872,-0.00700338625296304,-0.9444053484858514,-0.5421622408949278,0.4794095969435961,0.48214872003995746
2016-06-01,0.5364377482531608,-0.04908573505538105,-1.0054271299728417,-0.534461574260604,0.7854564745414927,0.2670802164941726
2016-07-01,0.5873658856431849,0.013044673644200921,-0.9071164735592538,-0.4894315503439235,0.7758406481616675,0.020296816454122846
2016-08-01,0.30749912737055984,-0.13248960081540972,-0.8293304865689832,-0.36479260499388233,0.8722615466175956,0.1468520183901203
2016-09-01,0.4956929452544392,-0.15357116544844573,-0.8878440040583089,-0.4250155669198812,0.6557834521826917,0.31495433898950487
2016-10-01,0.34171035436885533,-0.4205277932277329,-0.784788037888074,-0.4125105900684731,0.6601562311108382,0.615959835704587
2016-11-01,0.48754568166378576,-0.2716785336390257,-0.7317874065244083,-0.33358479596654145,0.22494323424342966,0.6245618202227601
2016-12-01,0.9439988238868309,0.016801248707466687,-0.9917081256629932,-0.37852060064378024,-0.060535975430335176,0.46996462914281056
2017-01-01,1.0190476779749824,-0.04134096123333597,-1.2318864949217923,-0.42893595093697057,-0.13000851639079913,0.8131242455079177
2017-02-01,1.129147230724582,-0.007100652575761313,-1.3978220899201594,-0.44889677790395366,-0.23299918760406158,0.957671477279352
2017-03-01,0.9025952305248341,-0.17926839909585723,-1.351017117314477,-0.45220877291993133,-0.0814830078702613,1.1613820666756918
2017-04-01,0.5705581616965434,-0.27973709415680226,-1.04270435674376,-0.5550718681456601,0.3339690188999107,0.972986138449768
2017-05-01,0.6386559088750294,-0.2795018711956203,-1.2760703268818276,-0.5869397541519326,0.7527054319508435,0.7511506114035076
2017-06-01,0.5650931311528671,-0.13436717882627058,-1.0689208312651328,-0.5315957332280818,0.8175086383082271,0.35228197385839244
2017-07-01,0.5836576617582525,-0.02673942571334953,-0.9828871107194717,-0.5120189029949187,0.909825630207274,0.02816214746221335
2017-08-01,0.510630212514839,-0.1266283654923499,-0.8570693548352915,-0.42075213691519053,0.819386701390939,0.07443294333705519
2017-09-01,0.17864224614823643,-0.5067254186801415,-0.9723045772041972,-0.5144356549405296,1.2211758486299331,0.5936475560466983
2017-10-01,0.46594095276061487,-0.38005846851296354,-0.8056165234907144,-0.38775335699198177,0.5094129523597912,0.5980744438752532
2017-11-01,0.7026422614040089,-0.3327519402940846,-0.881972957490331,-0.4651558793066337,0.31480483451619734,0.6624336811708424
2017-12-01,1.24795218355331,0.018947269305734427,-1.2040203785263235,-0.40760676882434943,-0.21923095171907692,0.5639586462107071
2018-01-01,1.3159801204874646,-0.12859322384573613,-1.3577194083868127,-0.4743930744208913,-0.16915819894515538,0.8138837851111314
2018-02-01,1.1970862477886506,-0.37562540138941625,-1.498058617784816,-0.47006837044368055,0.017459843580454937,1.1292062982488067
2018-03-01,1.0771701815142078,-0.32171583921021574,-1.1084643584909712,-0.49332841946618,-0.16772392953588255,1.0140623651890424
2018-04-01,0.772682480363512,-0.4695898162932939,-1.1030764503253505,-0.5292957354964245,0.2881620524693247,1.0411174692822316
2018-05-01,0.8908771944491756,-0.37088063787861225,-1.0757110599466237,-0.5606998287047986,0.5047412750685425,0.6116730570123166
2018-06-01,0.8359848796974112,-0.15589921463191536,-1.0117494708561752,-0.5279550422637855,0.5875688677597031,0.27204998029476357
2018-07-01,0.7888668266210295,-0.030008332369245716,-0.8594358800204567,-0.37330355856251685,0.5786039084455954,-0.10472296411440696
2018-08-01,0.6325788561822152,-0.24199853871581234,-0.9290724298689319,-0.43703609632197815,0.7112294355408653,0.2642987731836428
2018-09-01,0.5943508007223628,-0.505932015417657,-0.9320786878020502,-0.5378920082824488,0.8616763094900666,0.5198756012897268
2018-10-01,0.734109262296083,-0.48713524685964793,-0.8550836658005732,-0.43419744059928145,0.44718417030928026,0.5951229206541415
2018-11-01,1.0683885400833844,-0.281581047741821,-0.7858239155219013,-0.3913984975435916,-0.10219223374490904,0.49260715446883907
2018-12-01,1.3436726407152488,-0.2472753730979087,-0.9712986461695916,-0.38790624016066744,-0.34010747010835196,0.6029150888212704
2019-01-01,1.432649873788964,-0.29639858452344203,-1.3260709096420231,-0.3946543636365707,-0.2976435082966815,0.8821174923097557
2019-02-01,1.4320012968682443,-0.26018989209299903,-1.4067795885057999,-0.4587712837870521,-0.30769547749747694,1.0014349450150843
2019-03-01,1.3250314052438794,-0.3457933079825586,-1.3204510796054714,-0.5370697457247733,-0.1800553983495865,1.0583381264185119
2019-04-01,1.0404034867795189,-0.22430658724147357,-0.8592564082967478,-0.5254398896498222,-0.08340704370039953,0.6520064421089236
2019-05-01,0.617763997984037,-0.37121106328840137,-1.1786297904738596,-0.48410284563303474,0.5557686324101987,0.8604110690010596
2019-06-01,0.9009752479385349,-0.018950957718129047,-0.9355350233857795,-0.4969513018754468,0.45591842507764513,0.09454360996317623
2019-07-01,0.896496839829118,-5.173446456185893e-05,-0.9987057571229621,-0.5020713051167547,0.626432862170156,-0.022100905294993423
2019-08-01,0.6593137521850403,-0.2474010784730516,-0.9982771210625163,-0.5051678609814032,0.865798777686567,0.22573353064536317
2019-09-01,0.5985494609578368,-0.3798032593970999,-0.8475725705341717,-0.4339168645089748,0.6546080411907391,0.4081351922916696
2019-10-01,0.6289567238919438,-0.45412859083310875,-0.7363858913832699,-0.4040488968610607,0.4114629156349481,0.554143739550548
2019-11-01,0.6377382387515329,-0.4283310518288954,-0.7465912679750284,-0.373534024588261,0.24393710265337343,0.6667810029872778
2019-12-01,1.2761769079560197,0.019487890650413675,-0.9442324387845376,-0.350987163210394,-0.3822172023696244,0.38177200575812287
2020-01-01,1.5076775414096009,0.09191078051337342,-1.0907318438337819,-0.3551778609113527,-0.6561940734364557,0.5025154562586172
2020-02-01,1.3588890470210662,-0.09708729446046815,-1.2639616386733201,-0.4087892593115243,-0.48107877801850085,0.892027923442746
2020-03-01,1.2175562267300788,-0.27942166466916163,-1.2772305397827086,-0.4849678508974349,-0.22179615943936914,1.045859988058595
2020-04-01,0.8496413750282545,-0.39387709945833205,-1.095311910627561,-0.5163938285933449,0.1694513658465715,0.9864900978044109
2020-05-01,1.0376647714353056,-0.12532974591483015,-1.0234385592885014,-0.5377792168757054,0.22890713370154492,0.4199756169421873
2020-06-01,0.8600472100926506,-0.20478227095253887,-0.9665747673842291,-0.5525917236423732,0.5760730371637497,0.28782851472273974
2020-07-01,1.0502653951222884,-0.013235132391696824,-0.8616876800279398,-0.4688112628421266,0.4184331226439353,-0.12496444250445982
2020-08-01,0.9493550888028388,-0.12180859649205078,-0.9139379367231386,-0.5199543136846152,0.6492275420213498,-0.0428817839243838
2020-09-01,0.8046833993842089,-0.34456425284010805,-0.6747970347683729,-0.5167656950205961,0.5294436332857513,0.20199994995911652
2020-10-01,0.5238486421061022,-0.5556231426582994,-0.8508605764204467,-0.4697141958128379,0.7083297233824095,0.6440195494030723
2020-11-01,0.9366279865554568,-0.23418180214982187,-0.819857059862142,-0.42075385981901836,0.08574681792612138,0.4524179173494054
2020-12-01,1.599260879242352,0.026463988615233358,-0.9258432906638738,-0.3674462084133925,-0.6083855055929317,0.2759501368126154
